"","workerid","item","slide_number","condition","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","pref7","response7","pref8","response8","pref9","response9","obj1","obj2","obj3","ambiguous","numFeatures"
"692","46","209","4","212132","English","green","0","red","0","cloud","1","solid","0","striped","0",NA,NA,NA,NA,NA,NA,NA,NA,"122","122","113","True","5"
"693","46","1960","5","323232","English","striped","1","circle","1","green","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"223","223","223","False","3"
"694","46","1310","6","122122","English","striped","1","cloud","1","square","0","solid","0","blue","0","red","0",NA,NA,NA,NA,NA,NA,"111","122","321","True","6"
"695","46","2098","7","321111","English","green","0","square","0","red","0","circle","0","blue","0","solid","1","cloud","0",NA,NA,NA,NA,"211","312","113","True","7"
"696","46","55","8","122111","English","circle","0.7","cloud","0","polka-dotted","0","solid","0.7","green","0","blue","0","red","0",NA,NA,NA,NA,"112","211","233","True","7"
"697","46","915","9","212121","English","blue","0","solid","0.75","green","0.75","square","0","striped","0","cloud","0.8",NA,NA,NA,NA,NA,NA,"113","113","321","False","6"
"698","46","1946","10","111212","English","circle","0","blue","0.15","square","0","solid","0","cloud","0.15","striped","0.8","red","0.8",NA,NA,NA,NA,"111","322","222","True","7"
"699","46","76","11","122111","English","blue","0","red","0","polka-dotted","0.8","circle","0","green","0","cloud","0.85","striped","0.1",NA,NA,NA,NA,"121","132","233","True","7"
"700","46","2336","12","123232","English","cloud","1","blue","0","red","0","solid","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"111","112","112","True","4"
"701","46","1957","13","323232","English","polka-dotted","1","red","1","square","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"332","332","332","False","3"
"702","46","1167","14","212232","English","cloud","0","blue","1","polka-dotted","0","striped","0","square","0",NA,NA,NA,NA,NA,NA,NA,NA,"321","331","121","True","5"
"703","46","2296","15","213232","English","striped","0","polka-dotted","0","circle","1","blue","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"221","221","231","True","4"
"704","46","931","16","212121","English","square","0","striped","0.75","solid","0","circle","0.75","red","0","blue","0.75",NA,NA,NA,NA,NA,NA,"221","221","312","False","6"
"705","46","934","17","212121","English","red","0.7","circle","0.7","striped","0.7","green","0","square","0","solid","0",NA,NA,NA,NA,NA,NA,"222","222","313","False","6"
"706","47","327","3","213211","English","polka-dotted","1","cloud","0.95","circle","0.05","striped","0.95","solid","0.15","blue","0.05",NA,NA,NA,NA,NA,NA,"231","221","111","True","6"
"707","47","1217","4","112112","English","blue","1","square","0.05","polka-dotted","0.05","striped","1","red","1","circle","1","green","0.95",NA,NA,NA,NA,"322","331","233","True","7"
"708","47","1760","5","322132","English","polka-dotted","0","cloud","0.05","solid","0.15","red","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"132","132","112","True","4"
"709","47","845","6","112111","English","polka-dotted","0.95","striped","0","cloud","0.95","square","0.95","red","0.95","circle","0.95","blue","0.95","green","0.95",NA,NA,"322","223","131","True","8"
"710","47","2165","7","121111","English","circle","0.95","green","0","cloud","0.95","solid","0.15","blue","0.95","striped","0.95","square","0.95","polka-dotted","0.95",NA,NA,"321","233","113","True","8"
"711","47","1734","8","212112","English","green","0.95","red","0.95","circle","0.95","solid","0.15","cloud","0.05","striped","0",NA,NA,NA,NA,NA,NA,"222","122","113","True","6"
"712","47","1296","9","111111","English","solid","0.15","blue","0.95","cloud","0.95","red","0.9","square","0.95","green","0.95","striped","0.95","circle","0.95","polka-dotted","0.95","231","313","122","False","9"
"713","47","1670","10","121212","English","solid","0.2","polka-dotted","0","square","0.95","cloud","0","blue","0.05","green","0.95",NA,NA,NA,NA,NA,NA,"313","131","131","False","6"
"714","47","2136","11","111112","English","cloud","0.9","green","0","square","0.9","solid","0.2","circle","0.95","striped","0.95","red","0.95","polka-dotted","0.95",NA,NA,"122","233","313","True","8"
"715","47","1683","12","121212","English","square","0.05","solid","0.15","blue","1","striped","0","green","0","circle","0.95",NA,NA,NA,NA,NA,NA,"211","323","323","False","6"
"716","47","1878","13","123212","English","polka-dotted","0","green","0","circle","0","striped","0.95","blue","0.95",NA,NA,NA,NA,NA,NA,NA,NA,"221","233","233","True","5"
"717","47","927","14","212121","English","polka-dotted","0","circle","1","cloud","0.05","green","0.95","blue","0.05","solid","0.15",NA,NA,NA,NA,NA,NA,"131","131","213","False","6"
"718","47","297","15","212222","English","polka-dotted","0.95","solid","0","cloud","0.95","green","0.05","square","0.05","red","0.95",NA,NA,NA,NA,NA,NA,"313","332","113","True","6"
"719","47","170","16","323212","English","solid","0.95","red","0","striped","0","circle","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"212","222","222","True","4"
"720","47","1991","17","323232","English","red","0","circle","0.05","polka-dotted","0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"232","232","232","False","3"
"736","49","1964","3","323232","English","red","0.1","cloud","1","striped","0.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122","122","122","False","3"
"737","49","853","4","112122","English","polka-dotted","0.65","red","0","striped","0","circle","0.7","cloud","0.8","blue","0.9","square","0",NA,NA,NA,NA,"322","121","232","True","7"
"738","49","111","5","212111","English","circle","0.9","red","0","polka-dotted","1","green","0.95","solid","1","cloud","1","square","1",NA,NA,NA,NA,"312","112","233","True","7"
"739","49","1285","6","111111","English","square","1","red","1","cloud","1","striped","1","solid","1","green","1","circle","1","blue","0.9","polka-dotted","1","221","313","132","False","9"
"740","49","1284","7","111111","English","cloud","1","solid","0.95","striped","0.8","polka-dotted","0.85","circle","0.8","green","0.85","square","0.7","red","1","blue","0.9","223","111","332","False","9"
"741","49","511","8","112132","English","circle","0","blue","0.95","striped","1","solid","1","green","0","polka-dotted","1",NA,NA,NA,NA,NA,NA,"233","213","221","True","6"
"742","49","918","9","212121","English","green","0","striped","0","blue","1","square","0","cloud","1","polka-dotted","1",NA,NA,NA,NA,NA,NA,"323","323","131","False","6"
"743","49","1997","10","323232","English","solid","0","cloud","0","red","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"112","112","112","False","3"
"744","49","459","11","211111","English","square","0.75","blue","1","circle","0.8","solid","0.9","green","1","red","0.8","cloud","1","polka-dotted","0",NA,NA,"233","332","111","True","8"
"745","49","817","12","112111","English","polka-dotted","0","circle","0.95","green","1","blue","1","solid","1","red","0.95","square","0.9","cloud","1",NA,NA,"231","132","313","True","8"
"746","49","1105","13","321212","English","polka-dotted","0","cloud","0","green","1","striped","1","blue","0",NA,NA,NA,NA,NA,NA,NA,NA,"123","131","131","True","5"
"747","49","1320","14","122122","English","polka-dotted","0","solid","0.95","green","0","cloud","1","circle","0","blue","0.9",NA,NA,NA,NA,NA,NA,"231","213","133","True","6"
"748","49","2091","15","321111","English","polka-dotted","1","solid","0.75","square","0","striped","0.8","green","0.8","blue","0.9","red","0.9",NA,NA,NA,NA,"311","323","332","True","7"
"749","49","631","16","112121","English","cloud","0.9","square","0.85","striped","0","blue","0","green","0.95","circle","0.9","solid","1",NA,NA,NA,NA,"121","221","313","True","7"
"750","49","1197","17","212232","English","red","0","square","0","circle","1","green","1","solid","0",NA,NA,NA,NA,NA,NA,NA,NA,"312","313","212","True","5"
"751","50","1972","3","323232","english","polka-dotted","0.6","blue","1","cloud","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"131","131","131","False","3"
"752","50","1927","4","111212","english","green","1","polka-dotted","1","red","1","blue","1","cloud","0.45","striped","0.45","circle","0.4",NA,NA,NA,NA,"131","222","223","True","7"
"753","50","1251","5","111111","english","circle","1","blue","1","green","1","striped","1","cloud","0.2","solid","0.2","polka-dotted","0.75","red","1","square","1","113","231","322","False","9"
"754","50","1173","6","212232","english","green","0","circle","0","blue","1","square","1","striped","0",NA,NA,NA,NA,NA,NA,NA,NA,"223","323","221","True","5"
"755","50","1657","7","121212","english","polka-dotted","0.2","circle","0.95","solid","1","red","1","green","0.2","cloud","0.2",NA,NA,NA,NA,NA,NA,"112","233","233","False","6"
"756","50","1676","8","121212","english","red","1","circle","0.8","solid","0.25","square","0.25","striped","0.25","blue","0.9",NA,NA,NA,NA,NA,NA,"222","311","311","False","6"
"757","50","1263","9","111111","english","striped","1","cloud","0.25","square","1","solid","0.95","circle","1","red","1","green","1","blue","1","polka-dotted","1","233","321","112","False","9"
"758","50","400","10","122132","english","striped","0.2","square","0","green","1","polka-dotted","1","red","1",NA,NA,NA,NA,NA,NA,NA,NA,"332","322","323","True","5"
"759","50","2269","11","213232","english","striped","0.75","polka-dotted","1","red","0.3","cloud","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122","122","132","True","4"
"760","50","1424","12","322111","english","striped","1","square","0.95","green","0.05","polka-dotted","1","cloud","0","solid","1",NA,NA,NA,NA,NA,NA,"123","133","313","True","6"
"761","50","2119","13","111112","english","striped","1","cloud","0","circle","1","red","1","polka-dotted","1","solid","0.95","blue","1","green","1",NA,NA,"222","113","131","True","8"
"762","50","2012","14","322122","english","striped","1","green","0","cloud","0","square","1","solid","0.65",NA,NA,NA,NA,NA,NA,NA,NA,"113","123","313","True","5"
"763","50","535","15","112132","english","blue","1","red","1","polka-dotted","1","square","0","striped","0","green","0",NA,NA,NA,NA,NA,NA,"322","321","333","True","6"
"764","50","1487","16","123211","english","blue","1","cloud","0","polka-dotted","0","circle","1","square","1","green","0",NA,NA,NA,NA,NA,NA,"131","333","233","True","6"
"765","50","518","17","112132","english","polka-dotted","1","solid","1","cloud","0.1","striped","1","circle","0.25","blue","0.2",NA,NA,NA,NA,NA,NA,"131","121","211","True","6"
"766","51","938","3","212121","English","polka-dotted","0.05","blue","0.05","cloud","0","circle","0.25","solid","0.95","red","0.05",NA,NA,NA,NA,NA,NA,"232","232","111","False","6"
"767","51","2167","4","121111","English","polka-dotted","0","solid","0.95","blue","0.75","red","0.05","circle","0.2","cloud","0","striped","0.05","square","0.05",NA,NA,"332","121","211","True","8"
"768","51","1130","5","321212","English","solid","0.95","blue","0.05","red","0.05","cloud","0.05","square","0",NA,NA,NA,NA,NA,NA,NA,NA,"111","312","312","True","5"
"769","51","1522","6","322112","English","cloud","0","solid","0.95","striped","0.05","circle","0.1","red","0.95",NA,NA,NA,NA,NA,NA,NA,NA,"222","212","112","True","5"
"770","51","1057","7","113212","English","square","0.05","solid","0.95","striped","0.05","blue","0.95","circle","0.1","cloud","0.05",NA,NA,NA,NA,NA,NA,"221","311","111","True","6"
"771","51","1669","8","121212","English","red","0.1","square","0.15","cloud","0.05","green","0.05","solid","0.95","striped","0.05",NA,NA,NA,NA,NA,NA,"123","312","312","False","6"
"772","51","1288","9","111111","English","green","0.05","polka-dotted","0.05","red","0.05","cloud","0.05","square","0.05","solid","0.95","blue","0.05","circle","0.05","striped","0.05","311","233","122","False","9"
"773","51","2147","10","111112","English","square","0.05","circle","0.7","polka-dotted","0.05","green","0.05","cloud","0.05","solid","0.95","red","0.35","striped","0.05",NA,NA,"213","122","332","True","8"
"774","51","2208","11","323211","English","red","0.05","circle","0.95","solid","1","green","0.05","blue","0.05",NA,NA,NA,NA,NA,NA,NA,NA,"211","212","213","True","5"
"775","51","1333","12","122122","English","cloud","0.05","red","0.4","polka-dotted","0.05","square","0.05","solid","0.95","blue","0.05",NA,NA,NA,NA,NA,NA,"311","332","112","True","6"
"776","51","1981","13","323232","English","circle","0.95","solid","0.95","blue","0.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"211","211","211","False","3"
"777","51","1640","14","211112","English","solid","0.95","cloud","0.05","circle","0.05","striped","0.4","square","0","red","0.05","blue","0.4",NA,NA,NA,NA,"122","221","311","True","7"
"778","51","1984","15","323232","English","solid","0.95","green","0.95","circle","0.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"213","213","213","False","3"
"779","51","271","16","212222","English","square","0.4","red","0.05","circle","0.05","solid","0.95","green","0.35","polka-dotted","0.05",NA,NA,NA,NA,NA,NA,"313","212","333","True","6"
"780","51","510","17","112132","English","striped","0.05","circle","0.1","cloud","0.05","red","0.95","solid","0.95","square","0.05",NA,NA,NA,NA,NA,NA,"212","312","122","True","6"
"781","52","485","3","211111","English","green","0.3","polka-dotted","0.7","blue","0.75","circle","0.3","solid","0.75","red","0.85","cloud","0.8","square","0.65",NA,NA,"233","332","111","True","8"
"782","52","907","4","212121","English","solid","0.3","polka-dotted","0.85","circle","0.95","blue","0.35","green","0.3","cloud","0.7",NA,NA,NA,NA,NA,NA,"113","113","231","False","6"
"783","52","1902","5","111212","English","green","0.7","circle","0.35","solid","0.3","red","0.75","square","0.95","polka-dotted","0.3","blue","0.25",NA,NA,NA,NA,"233","312","311","True","7"
"784","52","138","6","212111","English","circle","0.65","cloud","0.85","striped","0.35","solid","0.65","red","0.85","green","0.75","square","0.3",NA,NA,NA,NA,"123","323","212","True","7"
"785","52","2085","7","321111","English","polka-dotted","0.6","circle","0.7","cloud","0.9","green","0.6","solid","0.35","striped","0.1","square","0.25",NA,NA,NA,NA,"323","133","213","True","7"
"786","52","1984","8","323232","English","circle","0.65","green","0.6","solid","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"213","213","213","False","3"
"787","52","1813","9","122121","English","red","0.35","green","0.7","polka-dotted","0.75","square","0.9","striped","0.4","circle","0.35",NA,NA,NA,NA,NA,NA,"223","323","332","True","6"
"788","52","230","10","212132","English","square","0.8","green","0.75","solid","0.75","cloud","0.35","blue","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"111","111","313","True","5"
"789","52","929","11","212121","English","green","0.65","polka-dotted","0.4","red","0.7","square","0.9","solid","0.35","circle","0.3",NA,NA,NA,NA,NA,NA,"212","212","333","False","6"
"790","52","883","12","112122","English","green","0.65","polka-dotted","0.75","square","0.35","blue","0.2","circle","0.3","cloud","0.7","striped","0.9",NA,NA,NA,NA,"233","131","323","True","7"
"791","52","935","13","212121","English","circle","0.4","polka-dotted","0.65","green","0.85","solid","0.3","cloud","0.3","red","0.8",NA,NA,NA,NA,NA,NA,"133","133","212","False","6"
"792","52","445","14","321112","English","green","0.65","red","0.85","solid","0.35","blue","0.3","circle","0.65","square","0.95",NA,NA,NA,NA,NA,NA,"211","313","312","True","6"
"793","52","1665","15","121212","English","blue","0.65","polka-dotted","0.4","cloud","0.2","green","0.65","circle","0.7","solid","0.95",NA,NA,NA,NA,NA,NA,"213","131","131","False","6"
"794","52","154","16","323212","English","green","0.65","striped","0.65","solid","0.85","square","0.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"313","323","323","True","4"
"795","52","1400","17","113211","English","green","0.35","striped","0.7","polka-dotted","0.8","cloud","0.95","solid","0.7","square","0.45","circle","0.35",NA,NA,NA,NA,"213","123","333","True","7"
"796","53","1839","3","122121","English ","blue","0.1","square","0.1","solid","0.1","circle","0.8","red","0.8","striped","0.9",NA,NA,NA,NA,NA,NA,"322","222","211","True","6"
"797","53","1176","4","212232","English ","solid","0.7","red","0","polka-dotted","0","blue","0.7","square","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"311","312","331","True","5"
"798","53","807","5","112111","English ","blue","0.05","striped","0.8","red","0.05","square","0","cloud","0","green","0","circle","0","solid","0",NA,NA,"223","322","111","True","8"
"799","53","835","6","112111","English ","cloud","0","circle","0.8","polka-dotted","0.05","red","0","green","0","blue","0","striped","0","solid","0",NA,NA,"211","232","123","True","8"
"800","53","445","7","321112","English ","green","0","square","0.6","red","0","blue","0","circle","0","solid","1",NA,NA,NA,NA,NA,NA,"211","313","312","True","6"
"801","53","2235","8","323211","English ","polka-dotted","1","circle","0","cloud","0","green","0.65","square","0",NA,NA,NA,NA,NA,NA,NA,NA,"333","233","133","True","5"
"802","53","708","9","212122","English ","green","0.75","red","0","circle","0.7","polka-dotted","0","square","0","striped","0.75",NA,NA,NA,NA,NA,NA,"223","323","232","True","6"
"803","53","1296","10","111111","English ","square","0","green","0.05","solid","0","circle","0.05","cloud","0","red","0","polka-dotted","0","blue","0","striped","0","231","313","122","False","9"
"804","53","940","11","212121","English ","polka-dotted","0.1","green","0.05","cloud","0.1","circle","0.1","red","0.1","solid","0.15",NA,NA,NA,NA,NA,NA,"132","132","213","False","6"
"805","53","1780","12","322132","English ","circle","0.95","blue","0","striped","0.9","red","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"221","221","222","True","4"
"806","53","1655","13","121212","English ","blue","0.1","cloud","0.1","polka-dotted","0.05","red","0","circle","0","striped","0",NA,NA,NA,NA,NA,NA,"222","131","131","False","6"
"807","53","261","14","212222","English ","polka-dotted","0.7","solid","0","green","0.7","blue","0.05","cloud","0.15","square","0.15",NA,NA,NA,NA,NA,NA,"133","111","333","True","6"
"808","53","1686","15","121212","English ","polka-dotted","0.05","red","0.05","square","0.05","blue","0","circle","0.05","solid","0",NA,NA,NA,NA,NA,NA,"231","312","312","False","6"
"809","53","936","16","212121","English ","red","0","polka-dotted","0","blue","0","square","0","circle","0","striped","0",NA,NA,NA,NA,NA,NA,"332","332","221","False","6"
"810","53","1806","17","122121","English ","striped","0","cloud","0.7","circle","0","solid","0.75","green","0","blue","0.75",NA,NA,NA,NA,NA,NA,"211","111","123","True","6"
"811","54","1140","3","321212","english","solid","0.75","striped","0.1","green","0.15","cloud","0.05","square","0.8",NA,NA,NA,NA,NA,NA,NA,NA,"313","123","123","True","5"
"812","54","1542","4","322112","english","circle","0.9","polka-dotted","0.1","green","0.1","blue","0.1","square","0.1",NA,NA,NA,NA,NA,NA,NA,NA,"331","333","233","True","5"
"813","54","2075","5","321111","english","polka-dotted","0.85","blue","0.8","square","0.05","solid","0.85","striped","0.85","red","0.85","green","0.85",NA,NA,NA,NA,"321","332","313","True","7"
"814","54","14","6","122112","english","square","0.15","blue","0.9","striped","0.15","circle","0.9","polka-dotted","0.9","green","0.1",NA,NA,NA,NA,NA,NA,"331","323","223","True","6"
"815","54","445","7","321112","english","red","0.9","solid","0.15","circle","0.9","green","0.85","square","0.05","blue","0.9",NA,NA,NA,NA,NA,NA,"211","313","312","True","6"
"816","54","201","8","212132","english","striped","0.05","blue","0.1","solid","0.9","green","1","circle","0",NA,NA,NA,NA,NA,NA,NA,NA,"221","221","213","True","5"
"817","54","1214","9","112112","english","striped","0.1","solid","0.8","square","0.1","red","0.85","circle","0.9","blue","0.9","green","0.95",NA,NA,NA,NA,"313","322","221","True","7"
"818","54","915","10","212121","english","striped","0.9","blue","0.95","green","0.05","square","0.95","solid","0.1","cloud","0.1",NA,NA,NA,NA,NA,NA,"113","113","321","False","6"
"819","54","1687","11","121212","english","polka-dotted","0.9","blue","0.95","solid","0.15","green","0.15","cloud","0.95","circle","0.1",NA,NA,NA,NA,NA,NA,"131","213","213","False","6"
"820","54","1657","12","121212","english","polka-dotted","0.1","green","0.05","red","1","solid","0.95","circle","0.1","cloud","0.9",NA,NA,NA,NA,NA,NA,"112","233","233","False","6"
"821","54","1694","13","121212","english","striped","0.05","blue","0.05","green","0.95","solid","0.95","square","0.15","cloud","0.9",NA,NA,NA,NA,NA,NA,"113","321","321","False","6"
"822","54","935","14","212121","english","solid","0.9","cloud","0.1","red","0.9","polka-dotted","0.05","circle","0.9","green","0.05",NA,NA,NA,NA,NA,NA,"133","133","212","False","6"
"823","54","824","15","112111","english","square","0.9","blue","0.95","striped","0.95","red","0.95","polka-dotted","0","green","0.9","cloud","1","circle","0.95",NA,NA,"331","133","222","True","8"
"824","54","1749","16","212112","english","circle","0.95","blue","0.9","polka-dotted","1","green","0.05","square","0.05","striped","0.1",NA,NA,NA,NA,NA,NA,"223","323","331","True","6"
"825","54","151","17","323212","english","polka-dotted","0.1","green","0.05","circle","0","solid","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"213","233","233","True","4"
"826","55","2280","3","213232","English","solid","0.95","striped","0.5","circle","0","red","0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"222","222","212","True","4"
"827","55","2273","4","213232","English","circle","0.05","blue","0.25","striped","1","solid","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"211","211","221","True","4"
"828","55","2201","5","323211","English","square","0.9","circle","0.9","blue","0.1","cloud","0.9","striped","0.05",NA,NA,NA,NA,NA,NA,NA,NA,"321","221","121","True","5"
"829","55","1901","6","111212","English","striped","0.9","blue","0.9","circle","0.9","red","0.15","solid","0.8","cloud","0","polka-dotted","0.9",NA,NA,NA,NA,"221","132","112","True","7"
"830","55","1283","7","111111","English","red","1","circle","1","solid","0.9","polka-dotted","1","green","1","square","0.9","blue","1","striped","0.95","cloud","1","131","322","213","False","9"
"831","55","818","8","112111","English","green","1","circle","0.9","cloud","0.9","polka-dotted","0.9","blue","1","square","0.9","red","1","solid","0.2",NA,NA,"212","313","131","True","8"
"832","55","2159","9","121111","English","blue","1","green","1","polka-dotted","0.85","striped","0.85","solid","0.65","circle","0","square","1","red","1",NA,NA,"321","233","212","True","8"
"833","55","2289","10","213232","English","cloud","0","circle","1","green","0","polka-dotted","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"133","133","233","True","4"
"834","55","926","11","212121","English","blue","1","cloud","0","solid","0","square","1","striped","1","red","0",NA,NA,NA,NA,NA,NA,"112","112","321","False","6"
"835","55","948","12","212121","English","red","0","cloud","1","square","0","blue","1","solid","1","striped","0",NA,NA,NA,NA,NA,NA,"322","322","111","False","6"
"836","55","312","13","213211","English","circle","1","blue","0","polka-dotted","1","striped","1","solid","0.85","cloud","0.05",NA,NA,NA,NA,NA,NA,"121","131","211","True","6"
"837","55","777","14","211212","English","cloud","1","striped","0.9","green","0.9","red","0","solid","0","square","0.5",NA,NA,NA,NA,NA,NA,"122","312","313","True","6"
"838","55","1973","15","323232","English","circle","1","green","1","striped","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"223","223","223","False","3"
"839","55","498","16","211111","English","circle","1","cloud","1","striped","0.5","green","1","blue","0.95","red","1","square","0.9","polka-dotted","1",NA,NA,"221","323","132","True","8"
"840","55","1985","17","323232","English","solid","1","blue","1","cloud","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"111","111","111","False","3"
"841","56","822","3","112111","English","green","0.1","striped","1","blue","0.85","polka-dotted","0.85","square","0.9","circle","0.8","solid","0","cloud","0.85",NA,NA,"123","313","231","True","8"
"842","56","574","4","213212","English","polka-dotted","0.05","striped","1","cloud","1","circle","1","green","0",NA,NA,NA,NA,NA,NA,NA,NA,"133","233","223","True","5"
"843","56","928","5","212121","English","square","0","green","0","solid","0","striped","0.65","blue","1","circle","1",NA,NA,NA,NA,NA,NA,"323","323","211","False","6"
"844","56","740","6","212122","English","green","0","polka-dotted","0.8","blue","0.85","square","0.85","striped","0.85","cloud","0.85",NA,NA,NA,NA,NA,NA,"133","123","331","True","6"
"845","56","1963","7","323232","English","red","0","square","0","solid","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"312","312","312","False","3"
"846","56","1115","8","321212","English","cloud","0","square","1","blue","0","striped","1","polka-dotted","0",NA,NA,NA,NA,NA,NA,NA,NA,"321","131","131","True","5"
"847","56","19","9","122112","English","polka-dotted","0","blue","0.15","square","1","cloud","1","striped","1","red","1",NA,NA,NA,NA,NA,NA,"322","331","131","True","6"
"848","56","949","10","212121","English","striped","1","red","0","polka-dotted","0","circle","1","green","1","square","0",NA,NA,NA,NA,NA,NA,"332","332","223","False","6"
"849","56","1663","11","121212","English","blue","1","polka-dotted","1","striped","0","circle","1","red","0","cloud","0",NA,NA,NA,NA,NA,NA,"231","122","122","False","6"
"850","56","1960","12","323232","English","striped","0","circle","0","green","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"223","223","223","False","3"
"851","56","1426","13","322111","English","cloud","1","solid","0.05","green","0","circle","1","blue","1","square","1",NA,NA,NA,NA,NA,NA,"213","113","311","True","6"
"852","56","761","14","211212","English","red","1","cloud","1","polka-dotted","0","circle","0","striped","1","green","0",NA,NA,NA,NA,NA,NA,"132","233","223","True","6"
"853","56","2087","15","321111","English","square","1","polka-dotted","1","cloud","1","striped","1","red","0","circle","1","solid","0",NA,NA,NA,NA,"312","232","122","True","7"
"854","56","2116","16","111112","English","cloud","1","red","1","striped","1","square","1","green","1","blue","1","solid","0","circle","1",NA,NA,"121","212","313","True","8"
"855","56","418","17","321112","English","red","0","circle","1","green","1","polka-dotted","0","cloud","1","square","1",NA,NA,NA,NA,NA,NA,"133","232","332","True","6"
"856","57","1452","3","123211","English","polka-dotted","0","cloud","0.75","square","0","striped","0","solid","0","blue","1",NA,NA,NA,NA,NA,NA,"321","131","111","True","6"
"857","57","1866","4","123212","English","circle","0","green","1","solid","0","striped","0","square","0.75",NA,NA,NA,NA,NA,NA,NA,NA,"223","313","313","True","5"
"858","57","861","5","112122","English","solid","0","polka-dotted","0.7","square","0","cloud","0","blue","0","circle","0","green","0.7",NA,NA,NA,NA,"233","131","313","True","7"
"859","57","1979","6","323232","English","solid","1","green","1","square","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"313","313","313","False","3"
"860","57","1994","7","323232","English","circle","1","striped","1","red","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"222","222","222","False","3"
"861","57","1614","8","211112","English","circle","0","green","0.8","square","0","cloud","0","blue","0","solid","0","polka-dotted","0.8",NA,NA,NA,NA,"313","133","231","True","7"
"862","57","1545","9","322112","English","cloud","0","circle","0.8","red","0.8","solid","1","green","0",NA,NA,NA,NA,NA,NA,NA,NA,"213","212","112","True","5"
"863","57","1363","10","113211","English","green","0","solid","0","striped","0","red","0","blue","0","square","1","polka-dotted","0",NA,NA,NA,NA,"311","322","333","True","7"
"864","57","385","11","122132","English","cloud","1","polka-dotted","0.8","blue","0.8","red","0","striped","0",NA,NA,NA,NA,NA,NA,NA,NA,"121","131","132","True","5"
"865","57","931","12","212121","English","red","0","circle","1","striped","1","square","0","blue","1","solid","0",NA,NA,NA,NA,NA,NA,"221","221","312","False","6"
"866","57","814","13","112111","English","green","0","blue","0","circle","0","red","0","square","0","polka-dotted","0","cloud","0","solid","1",NA,NA,"112","213","331","True","8"
"867","57","1984","14","323232","English","green","1","solid","1","circle","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"213","213","213","False","3"
"868","57","905","15","212121","English","square","1","green","0","solid","1","polka-dotted","0","circle","0","red","1",NA,NA,NA,NA,NA,NA,"312","312","233","False","6"
"869","57","2162","16","121111","English","square","1","striped","0","solid","0","blue","0","cloud","0","polka-dotted","0","red","0","green","0",NA,NA,"122","331","313","True","8"
"870","57","2068","17","321111","English","solid","0","circle","0","striped","0","cloud","0","square","0","green","1","polka-dotted","0",NA,NA,NA,NA,"323","233","113","True","7"
"871","58","128","3","212111","English","square","0.05","circle","0","striped","1","cloud","1","blue","1","solid","0","red","0",NA,NA,NA,NA,"312","212","121","True","7"
"872","58","1043","4","212212","English","red","1","polka-dotted","1","circle","0","cloud","1","green","0","solid","0",NA,NA,NA,NA,NA,NA,"212","132","113","True","6"
"873","58","1466","5","123211","English","blue","1","striped","1","green","0","square","0","circle","1","cloud","0",NA,NA,NA,NA,NA,NA,"123","321","221","True","6"
"874","58","913","6","212121","English","green","1","striped","1","blue","0","circle","0","square","1","solid","0",NA,NA,NA,NA,NA,NA,"211","211","323","False","6"
"875","58","1200","7","212232","English","blue","0","square","1","green","1","striped","1","polka-dotted","0",NA,NA,NA,NA,NA,NA,NA,NA,"321","323","331","True","5"
