"","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous"
"685","45","1551","15","english","clouds","0.25","circles","0.9","squares","0.1","blue things","0.95","red things","0.1","green things","0.15","221","221","123","striped","322121","True"
"686","45","1080","16","english","blue things","0.85","red things","0.05","green things","0.05","solid things","0.8","striped things","0.05","polka-dotted things","0.05","211","331","131","circle","113212","False"
"687","45","189","17","english","solid things","0.9","striped things","0.05","polka-dotted things","0.95","clouds","0.95","circles","0.4","squares","0","131","121","121","blue","323212","True"
"688","45","877","18","english","blue things","0.05","red things","0.05","green things","0.95","clouds","0.05","circles","0.85","squares","0.15","213","231","323","solid","112122","False"
"689","45","756","19","english","solid things","0.05","striped things","0.95","polka-dotted things","0.2","clouds","0.1","circles","0.8","squares","0.25","222","332","333","red","211212","True"
"690","45","1139","20","english","blue things","0.1","red things","0.8","green things","0.15","solid things","0.9","striped things","0.1","polka-dotted things","0.1","312","321","321","square","321212","True"
"691","46","1800","6","english","solid things","0.35","striped things","0.35","polka-dotted things","0.75","blue things","0.35","red things","0.75","green things","0.45","232","232","212","circle","322132","True"
"692","46","1057","7","english","solid things","0.35","striped things","0.65","polka-dotted things","0.45","blue things","0.7","red things","0.3","green things","0.5","221","311","111","circle","113212","False"
"693","46","245","8","english","blue things","0.65","red things","0.35","green things","0.35","clouds","0.7","circles","0.65","squares","0.4","131","131","321","polka-dotted","212132","False"
"694","46","767","9","english","solid things","0.4","striped things","0.45","polka-dotted things","0.4","clouds","0.4","circles","0.55","squares","0.5","211","331","332","blue","211212","True"
"695","46","477","10","english","solid things","0.55","striped things","0.4","polka-dotted things","0.65","clouds","0.35","circles","0.7","squares","0.7","333","123","211","green","211111","True"
"696","46","2308","11","english","clouds","0.65","circles","0.45","squares","0.35","blue things","0.35","red things","0.4","green things","0.65","113","123","123","solid","123232","False"
"697","46","198","12","english","clouds","0.6","circles","0.4","squares","0.4","solid things","0.4","striped things","0.65","polka-dotted things","0.45","123","223","223","green","323212","True"
"698","46","270","13","english","clouds","0.6","circles","0.4","squares","0.35","blue things","0.4","red things","0.3","green things","0.7","123","222","113","striped","212222","True"
"699","46","2241","14","english","solid things","0.4","striped things","0.35","polka-dotted things","0.7","blue things","0.7","red things","0.3","green things","0.35","131","132","133","cloud","323211","True"
"700","46","1433","15","english","solid things","0.3","striped things","0.3","polka-dotted things","0.65","blue things","0.15","red things","0.7","green things","0.3","132","133","111","cloud","322111","True"
"701","46","2243","16","english","clouds","0.75","circles","0.4","squares","0.45","solid things","0.6","striped things","0.25","polka-dotted things","0.3","111","121","131","blue","323211","True"
"702","46","524","17","english","clouds","0.4","circles","0.75","squares","0.35","blue things","0.8","red things","0.4","green things","0.35","211","231","223","solid","112132","False"
"703","46","502","18","english","blue things","0.3","red things","0.3","green things","0.7","clouds","0.45","circles","0.75","squares","0.4","213","223","333","solid","112132","False"
"704","46","738","19","english","blue things","0.25","red things","0.7","green things","0.35","solid things","0.7","striped things","0.2","polka-dotted things","0.25","112","113","332","cloud","212122","True"
"705","46","578","20","english","blue things","0.35","red things","0.7","green things","0.3","solid things","0.65","striped things","0.35","polka-dotted things","0.7","132","112","212","cloud","213212","True"
"706","47","1876","6","English","clouds","0.3","circles","0.3","squares","1","solid things","0.6","striped things","0.35","polka-dotted things","1","332","233","233","red","123212","False"
"707","47","414","7","English","clouds","0.45","circles","0.35","squares","0.95","blue things","0.15","red things","0.95","green things","0.15","322","123","121","striped","321112","True"
"708","47","865","8","English","solid things","0.75","striped things","0.2","polka-dotted things","0.25","clouds","0.5","circles","0.75","squares","0.3","213","221","112","green","112122","False"
"709","47","764","9","English","solid things","0.75","striped things","0.35","polka-dotted things","0.3","blue things","0.25","red things","0.75","green things","0.2","112","133","233","cloud","211212","True"
"710","47","1650","10","English","solid things","0.25","striped things","0.25","polka-dotted things","0.8","blue things","0.15","red things","0.2","green things","0.8","133","112","211","cloud","211112","True"
"711","47","779","11","English","solid things","0.4","striped things","0.35","polka-dotted things","0.8","blue things","0.3","red things","0.8","green things","0.3","332","321","221","square","211212","True"
"712","47","419","12","English","blue things","0.3","red things","0.3","green things","0.8","solid things","0.3","striped things","0.85","polka-dotted things","0.2","123","132","112","cloud","321112","True"
"713","47","715","13","English","blue things","0.3","red things","0.9","green things","0.2","solid things","0.95","striped things","0.25","polka-dotted things","0.2","312","322","113","square","212122","True"
"714","47","287","14","English","blue things","0.75","red things","0.1","green things","0.2","clouds","0.8","circles","0.2","squares","0.15","123","221","113","striped","212222","True"
"715","47","1164","15","English","solid things","0.25","striped things","0.8","polka-dotted things","0.25","blue things","0.2","red things","0.3","green things","0.85","223","222","123","circle","212232","True"
"716","47","1986","16","English","clouds","0.75","circles","0.6","squares","0.15","blue things","0.15","red things","0.95","green things","0.15","132","132","132","polka-dotted","323232","False"
"717","47","659","17","English","blue things","0.3","red things","0.3","green things","0.8","clouds","0.8","circles","0.25","squares","0.25","113","211","333","solid","212211","True"
"718","47","515","18","English","solid things","0.8","striped things","0.15","polka-dotted things","0.15","clouds","0.1","circles","0.2","squares","0.85","311","312","333","blue","112132","False"
"719","47","1606","19","English","clouds","0.8","circles","0.15","squares","0.15","blue things","0.65","red things","0.25","green things","0.15","131","332","222","polka-dotted","211112","True"
"720","47","807","20","English","solid things","0.35","striped things","0.7","polka-dotted things","0.2","blue things","0.25","red things","0.25","green things","0.75","223","322","111","circle","112111","False"
"721","48","842","6","english","blue things","0.5","red things","0.5","green things","0.5","solid things","0.5","striped things","1","polka-dotted things","0.5","222","332","113","circle","112111","False"
"722","48","562","7","english","clouds","0","circles","0.9","squares","0","blue things","0","red things","0","green things","1","223","123","113","striped","213212","True"
"723","48","1245","8","english","blue things","0.5","red things","0.5","green things","0.5","clouds","0.5","circles","0.5","squares","0.5","123","333","311","striped","112112","False"
"724","48","157","9","english","blue things","0","red things","0","green things","1","clouds","0.5","circles","0.5","squares","0.5","213","212","212","solid","323212","True"
"725","48","12","10","english","clouds","0.5","circles","0.5","squares","0.5","blue things","0.5","red things","0.5","green things","0.5","231","223","323","polka-dotted","122112","False"
"726","48","2238","11","english","solid things","0","striped things","1","polka-dotted things","0","clouds","0.5","circles","0.5","squares","0.5","221","231","211","blue","323211","True"
"727","48","2230","12","english","blue things","0.05","red things","1","green things","0","solid things","0.5","striped things","0.5","polka-dotted things","0.5","322","323","321","square","323211","True"
"728","48","1931","13","english","clouds","0.5","circles","0.5","squares","0.5","blue things","0.5","red things","0.5","green things","0.5","323","231","211","striped","111212","False"
"729","48","1269","14","english","solid things","0.5","striped things","0.5","polka-dotted things","0.5","blue things","0.5","red things","0.5","green things","0.5","322","131","213","square","111111","False"
"730","48","408","15","english","blue things","1","red things","0","green things","0.05","solid things","0.05","striped things","0.95","polka-dotted things","0","321","332","312","square","321112","True"
"731","48","500","16","english","blue things","0.9","red things","0.5","green things","0","solid things","0","striped things","1","polka-dotted things","0.5","321","313","232","square","211111","True"
"732","48","1447","17","english","blue things","0.05","red things","1","green things","0.05","solid things","0.95","striped things","0.05","polka-dotted things","0.05","312","313","321","square","322111","True"
"733","48","490","18","english","blue things","0","red things","0.95","green things","0","solid things","0","striped things","0.95","polka-dotted things","0.1","222","233","111","circle","211111","True"
"734","48","664","19","english","solid things","1","striped things","0.05","polka-dotted things","0.05","blue things","0.9","red things","0","green things","0","211","223","112","circle","212211","True"
"735","48","1566","20","english","clouds","0.05","circles","0.95","squares","0","blue things","0.05","red things","0.05","green things","1","213","213","112","solid","322121","True"
"736","49","1601","6","English","blue things","0.5","red things","0.2","green things","0.7","clouds","0.75","circles","0.15","squares","0.5","113","212","221","solid","211112","True"
"737","49","1473","7","English","clouds","0.5","circles","0.5","squares","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","222","231","211","red","123211","False"
"738","49","244","8","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5","122","122","113","red","212132","False"
"739","49","320","9","English","solid things","0.5","striped things","0.2","polka-dotted things","0.8","blue things","0.5","red things","0.5","green things","0.5","133","123","313","cloud","213211","True"
"740","49","1212","10","English","blue things","0.5","red things","0.5","green things","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","332","222","121","square","112112","False"
"741","49","790","11","English","blue things","0.5","red things","0.25","green things","0.8","solid things","0.5","striped things","0.75","polka-dotted things","0.25","223","232","332","circle","211212","True"
"742","49","1108","12","English","clouds","0.5","circles","0.25","squares","0.8","blue things","0.5","red things","0.85","green things","0.2","312","213","213","solid","321212","True"
"743","49","187","13","English","clouds","0.15","circles","0.5","squares","0.9","blue things","0.5","red things","0.5","green things","0.5","313","113","113","solid","323212","True"
"744","49","1071","14","English","clouds","0.5","circles","0.5","squares","0.5","blue things","0.5","red things","0.5","green things","0.5","231","311","321","polka-dotted","113212","False"
"745","49","582","15","English","clouds","0.8","circles","0.15","squares","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","132","232","233","red","213212","True"
"746","49","1188","16","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.75","squares","0.2","213","313","212","green","212232","True"
"747","49","1909","17","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","blue things","0.5","red things","0.5","green things","0.5","323","112","212","square","111212","False"
"748","49","1419","18","English","solid things","0.85","striped things","0.15","polka-dotted things","0.15","clouds","0.2","circles","0.5","squares","0.7","313","323","133","green","322111","True"
"749","49","685","19","English","clouds","0.2","circles","0.5","squares","0.75","blue things","0.5","red things","0.75","green things","0.3","312","113","331","solid","212211","True"
"750","49","1044","20","English","clouds","0.25","circles","0.75","squares","0.5","blue things","0.8","red things","0.5","green things","0.2","221","123","233","striped","212212","True"
"766","51","1391","6","English","blue things","0.2","red things","0","green things","0.8","clouds","0.5","circles","0.2","squares","0.15","123","112","131","striped","113211","False"
"767","51","214","7","English","solid things","0.2","striped things","0.2","polka-dotted things","0.75","blue things","0.2","red things","0.1","green things","0.5","133","133","232","cloud","212132","False"
"768","51","1408","8","English","solid things","0.2","striped things","0.65","polka-dotted things","0.25","clouds","0.25","circles","0.7","squares","0.25","221","121","311","blue","322111","True"
"769","51","1643","9","English","clouds","0.2","circles","0.7","squares","0.25","blue things","0.1","red things","0.7","green things","0","222","323","133","striped","211112","True"
"770","51","842","10","English","solid things","0.2","striped things","0.85","polka-dotted things","0.2","blue things","0.15","red things","0.5","green things","0.2","222","332","113","circle","112111","False"
"771","51","450","11","English","solid things","0.85","striped things","0.25","polka-dotted things","0.25","blue things","0.85","red things","0.2","green things","0.05","211","233","223","circle","321112","True"
"772","51","1282","12","English","clouds","0.35","circles","0.2","squares","0.75","blue things","0.15","red things","0.85","green things","0.15","332","221","113","polka-dotted","111111","False"
"773","51","1751","13","English","solid things","0.2","striped things","0.15","polka-dotted things","0.15","blue things","0.15","red things","0.15","green things","0.5","123","123","121","cloud","322132","True"
"774","51","137","14","English","solid things","0.2","striped things","0.85","polka-dotted things","0.15","blue things","0.1","red things","0.65","green things","0.1","122","132","211","cloud","212111","True"
"775","51","253","15","English","solid things","0.15","striped things","0.15","polka-dotted things","0.2","blue things","0.25","red things","0.75","green things","0.2","332","313","132","square","212222","True"
"776","51","1564","16","English","blue things","0.7","red things","0.2","green things","0.25","solid things","0.25","striped things","0.25","polka-dotted things","0.25","131","131","123","cloud","322121","True"
"777","51","283","17","English","blue things","0.15","red things","0.15","green things","0.6","solid things","0.2","striped things","0.2","polka-dotted things","0.85","233","211","333","circle","212222","True"
"778","51","2227","18","English","clouds","0.25","circles","0.75","squares","0.25","solid things","0.15","striped things","0.15","polka-dotted things","0.5","231","131","331","blue","323211","True"
"779","51","771","19","English","blue things","0.2","red things","0.8","green things","0.2","solid things","0.2","striped things","0.8","polka-dotted things","0.2","122","111","311","cloud","211212","True"
"780","51","1265","20","English","solid things","0.3","striped things","0.75","polka-dotted things","0.25","clouds","0.3","circles","0.25","squares","0.7","321","112","233","blue","111111","False"
"796","53","442","6","English","blue things","1","red things","0","green things","0","solid things","0","striped things","0.6","polka-dotted things","0","221","213","233","circle","321112","True"
"797","53","42","7","English","clouds","0.1","circles","0.05","squares","0.8","solid things","0.15","striped things","0.05","polka-dotted things","0.75","333","232","212","green","122112","False"
"798","53","2089","8","English","solid things","0.05","striped things","0.15","polka-dotted things","0.8","blue things","0.05","red things","0.05","green things","0.85","133","112","121","cloud","321111","True"
"799","53","1474","9","English","blue things","0.5","red things","0.5","green things","0.5","clouds","0.05","circles","0.5","squares","0.1","223","113","313","striped","123211","False"
"800","53","724","10","English","solid things","0.55","striped things","0.05","polka-dotted things","0.05","blue things","0.05","red things","0.05","green things","0.75","313","333","212","square","212122","True"
"801","53","1794","11","English","solid things","0.05","striped things","0.55","polka-dotted things","0.1","blue things","0.05","red things","0.05","green things","0.05","321","321","311","square","322132","True"
"802","53","2141","12","English","clouds","0.1","circles","0.75","squares","0.15","blue things","0.4","red things","0.4","green things","0.5","213","331","322","solid","111112","False"
"803","53","285","13","English","blue things","0","red things","1","green things","0","solid things","0","striped things","0","polka-dotted things","0.85","232","221","332","circle","212222","True"
"804","53","664","14","English","blue things","0.65","red things","0","green things","0","solid things","1","striped things","0","polka-dotted things","0","211","223","112","circle","212211","True"
"805","53","1059","15","English","solid things","0.65","striped things","0.05","polka-dotted things","0.1","blue things","0.1","red things","1","green things","0","212","322","122","circle","113212","False"
"806","53","175","16","English","blue things","0.45","red things","0.95","green things","0","solid things","0.05","striped things","0.15","polka-dotted things","0.1","222","223","223","circle","323212","True"
"807","53","432","17","English","solid things","1","striped things","0.05","polka-dotted things","0","blue things","0.1","red things","0.05","green things","0.05","113","122","121","cloud","321112","True"
"808","53","1516","18","English","blue things","0","red things","0","green things","0.05","clouds","0","circles","0","squares","0.9","332","232","231","polka-dotted","322112","True"
"809","53","1107","19","English","clouds","0","circles","0","squares","0.95","blue things","1","red things","0.05","green things","0.05","311","212","212","solid","321212","True"
"810","53","942","20","English","clouds","0.7","circles","0.05","squares","0","blue things","0.1","red things","0.35","green things","0","212","212","323","solid","212121","False"
"811","54","2229","6","English","blue things","0.8","red things","0.5","green things","0.5","clouds","0.5","circles","0.5","squares","0.5","311","313","312","solid","323211","True"
"812","54","1040","7","English","blue things","0.25","red things","0.5","green things","0.85","clouds","0.5","circles","0.95","squares","0.15","233","331","313","polka-dotted","212212","True"
"813","54","764","8","English","blue things","0.5","red things","1","green things","0.05","solid things","1","striped things","0.5","polka-dotted things","0","112","133","233","cloud","211212","True"
"814","54","250","9","English","blue things","0.5","red things","0.5","green things","0.5","clouds","0.5","circles","0.5","squares","0.5","323","323","312","striped","212132","False"
"815","54","2016","10","English","blue things","0.5","red things","0.85","green things","0.25","solid things","0.5","striped things","0.55","polka-dotted things","0.5","222","223","212","circle","322122","True"
"816","54","584","11","English","blue things","0.5","red things","0.5","green things","0.5","clouds","0.3","circles","0.7","squares","0.5","211","111","131","solid","213212","True"
"817","54","2234","12","English","solid things","0.8","striped things","0.35","polka-dotted things","0.35","blue things","0.5","red things","0.5","green things","0.5","311","331","321","square","323211","True"
"818","54","916","13","English","blue things","0.5","red things","0.5","green things","0.5","clouds","0.5","circles","0.5","squares","0.5","123","123","211","striped","212121","False"
"819","54","1521","14","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5","312","322","222","red","322112","True"
"820","54","1497","15","English","clouds","0.5","circles","0.5","squares","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","333","132","232","green","123211","False"
"821","54","2272","16","English","clouds","0.5","circles","0.5","squares","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","333","333","332","green","213232","False"
"822","54","558","17","English","blue things","0.25","red things","0.5","green things","0.7","clouds","0.5","circles","0.5","squares","0.5","113","111","121","solid","213212","True"
"823","54","2369","18","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5","321","322","323","blue","113232","False"
"824","54","1640","19","English","blue things","0.35","red things","0.65","green things","0.5","clouds","0.65","circles","0.25","squares","0.5","122","221","311","striped","211112","True"
"825","54","122","20","English","clouds","0.5","circles","0.5","squares","0.5","blue things","0.5","red things","0.7","green things","0.3","332","333","121","polka-dotted","212111","True"
"826","55","748","6","English","blue things","0.5","red things","0.9","green things","0.5","solid things","0.9","striped things","0.05","polka-dotted things","0.5","112","122","213","cloud","212122","True"
"827","55","1988","7","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5","321","321","321","blue","323232","False"
"828","55","46","8","English","clouds","0.5","circles","0","squares","0.05","blue things","0.1","red things","0.05","green things","0.05","221","232","332","striped","122112","False"
"829","55","2076","9","English","solid things","0.95","striped things","0.05","polka-dotted things","0.05","clouds","0.9","circles","0.05","squares","0.05","113","323","233","green","321111","True"
"830","55","2241","10","English","blue things","0.9","red things","0.05","green things","0.05","solid things","0.1","striped things","0.05","polka-dotted things","0.5","131","132","133","cloud","323211","True"
"831","55","517","11","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5","331","333","132","blue","112132","False"
"832","55","1152","12","English","blue things","0.5","red things","0.5","green things","0.5","solid things","0.95","striped things","0.05","polka-dotted things","0.1","111","131","211","cloud","212232","True"
"833","55","1563","13","English","blue things","0.5","red things","0.95","green things","0.5","solid things","0.1","striped things","0.8","polka-dotted things","0.5","122","122","131","cloud","322121","True"
"834","55","191","14","English","clouds","0.5","circles","0.5","squares","0.5","solid things","0.95","striped things","0.05","polka-dotted things","0.45","211","221","221","blue","323212","True"
"835","55","485","15","English","blue things","0.05","red things","0.1","green things","0.95","clouds","0.1","circles","0.95","squares","0.1","233","332","111","polka-dotted","211111","True"
"836","55","2330","16","English","blue things","0.5","red things","0.5","green things","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","323","223","223","square","123232","False"
"837","55","328","17","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.9","circles","0.05","squares","0.05","112","212","313","red","213211","True"
"838","55","1476","18","English","blue things","0.5","red things","0.5","green things","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","121","331","311","cloud","123211","False"
"839","55","1042","19","English","clouds","0.5","circles","0.95","squares","0.5","blue things","0.75","red things","0.2","green things","0.5","211","112","232","solid","212212","True"
"840","55","1636","20","English","solid things","0.85","striped things","0.5","polka-dotted things","0.15","blue things","0.5","red things","0.95","green things","0.1","312","333","131","square","211112","True"
"841","56","2228","6","English","blue things","0","red things","0","green things","0","clouds","0","circles","0","squares","1","332","132","232","polka-dotted","323211","True"
"842","56","2157","7","English","solid things","0","striped things","0","polka-dotted things","1","clouds","0","circles","0","squares","1","331","113","223","blue","121111","False"
"843","56","1871","8","English","solid things","1","striped things","0","polka-dotted things","0","clouds","0","circles","0","squares","1","312","323","323","red","123212","False"
"844","56","1146","9","English","solid things","0","striped things","1","polka-dotted things","0","clouds","1","circles","0","squares","0","123","313","313","green","321212","True"
"845","56","1593","10","English","solid things","0","striped things","1","polka-dotted things","0","blue things","1","red things","0","green things","0","321","321","332","square","322121","True"
"846","56","1013","11","English","clouds","0","circles","0","squares","1","blue things","0","red things","0","green things","0.95","323","122","113","striped","212212","True"
"847","56","1755","12","English","clouds","0.95","circles","0","squares","0","blue things","0.95","red things","0.05","green things","0.05","131","131","331","polka-dotted","322132","True"
"848","56","2102","13","English","blue things","0.05","red things","0.05","green things","0.95","solid things","0.05","striped things","0.9","polka-dotted things","0.05","223","331","132","circle","111112","False"
"849","56","841","14","English","clouds","0","circles","0.95","squares","0","solid things","0.95","striped things","0","polka-dotted things","0","212","231","323","red","112111","False"
"850","56","290","15","English","solid things","0.05","striped things","0.05","polka-dotted things","0.95","blue things","0","red things","0.95","green things","0.05","132","113","232","cloud","212222","True"
"851","56","1767","16","English","blue things","0.05","red things","0.05","green things","1","clouds","0","circles","0","squares","0.95","323","323","322","striped","322132","True"
"852","56","1101","17","English","blue things","0.05","red things","0.95","green things","0.05","solid things","0.95","striped things","0","polka-dotted things","0","112","121","121","cloud","321212","True"
"853","56","1705","18","English","blue things","1","red things","0","green things","0","solid things","0","striped things","0","polka-dotted things","1","131","111","313","cloud","212112","True"
"854","56","886","19","English","blue things","0","red things","1","green things","0","solid things","1","striped things","0","polka-dotted things","0","112","313","222","cloud","112122","False"
"855","56","1731","20","English","solid things","1","striped things","0","polka-dotted things","0","blue things","0","red things","0","green things","1","113","123","321","cloud","212112","True"
"856","57","721","6","english","clouds","0","circles","0.5","squares","0","blue things","1","red things","0","green things","0.5","231","232","311","polka-dotted","212122","True"
"857","57","589","7","english","blue things","0.5","red things","0.5","green things","0.5","clouds","0","circles","1","squares","0.5","211","111","131","solid","213212","True"
"858","57","432","8","english","blue things","0","red things","0","green things","1","solid things","1","striped things","0","polka-dotted things","0.5","113","122","121","cloud","321112","True"
"859","57","1649","9","english","blue things","0","red things","0.5","green things","1","solid things","0","striped things","1","polka-dotted things","0.5","223","211","131","circle","211112","True"
"860","57","1708","10","english","clouds","0.5","circles","1","squares","0","solid things","1","striped things","0.5","polka-dotted things","0.05","212","232","333","red","212112","True"
"861","57","465","11","english","blue things","1","red things","0.5","green things","0","solid things","0.5","striped things","1","polka-dotted things","0","221","233","112","circle","211111","True"
"862","57","2279","12","english","solid things","0.5","striped things","0.5","polka-dotted things","0.5","blue things","0.5","red things","0.5","green things","0.5","111","111","311","cloud","213232","False"
"863","57","1569","13","english","clouds","0","circles","0.5","squares","1","blue things","0.5","red things","1","green things","0","322","322","123","striped","322121","True"
"864","57","1177","14","english","blue things","0.5","red things","0.5","green things","0.5","solid things","1","striped things","0","polka-dotted things","0.5","211","221","111","circle","212232","True"
"865","57","1242","15","english","solid things","0.5","striped things","0.5","polka-dotted things","0.5","blue things","0.5","red things","0.5","green things","0.5","111","331","233","cloud","112112","False"
"866","57","919","16","english","clouds","0.5","circles","0.5","squares","0.5","blue things","0.5","red things","0.5","green things","0.5","333","333","122","polka-dotted","212121","False"
"867","57","1166","17","english","clouds","0.5","circles","0.5","squares","0.5","solid things","0.5","striped things","1","polka-dotted things","0","223","233","221","green","212232","True"
"868","57","2293","18","english","clouds","0.5","circles","0.5","squares","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","111","111","112","blue","213232","False"
"869","57","614","19","english","clouds","0.5","circles","0.5","squares","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","233","231","312","green","112121","False"
"870","57","182","20","english","blue things","0.5","red things","1","green things","0","solid things","0.5","striped things","0.5","polka-dotted things","0.5","312","313","313","square","323212","True"
"871","58","113","6","English","clouds","0.5","circles","0","squares","1","blue things","0.5","red things","0.5","green things","0.5","312","212","121","solid","212111","True"
"872","58","518","7","English","clouds","0.5","circles","0.5","squares","0.5","blue things","0.5","red things","0.5","green things","0.5","131","121","211","polka-dotted","112132","False"
"873","58","2236","8","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","1","circles","0","squares","0","122","322","222","red","323211","True"
"874","58","422","9","English","clouds","0","circles","1","squares","0","blue things","0.5","red things","1","green things","0","212","113","313","solid","321112","True"
"875","58","779","10","English","blue things","0","red things","1","green things","0.5","solid things","0.5","striped things","0","polka-dotted things","1","332","321","221","square","211212","True"
"876","58","120","11","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","blue things","0","red things","1","green things","0.5","332","331","113","square","212111","True"
"877","58","1657","12","English","blue things","0.5","red things","0.5","green things","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","112","233","233","cloud","121212","False"
"878","58","66","13","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","blue things","0.5","red things","0.5","green things","0.5","212","113","121","circle","122111","False"
"879","58","772","14","English","clouds","0","circles","0.5","squares","1","blue things","0","red things","0.5","green things","1","333","131","111","polka-dotted","211212","True"
"880","58","2016","15","English","blue things","0.5","red things","1","green things","0","solid things","0","striped things","1","polka-dotted things","0.5","222","223","212","circle","322122","True"
"881","58","640","16","English","blue things","0.5","red things","0.5","green things","0.5","clouds","0.5","circles","0.5","squares","0.5","212","232","321","solid","112121","False"
"882","58","736","17","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","blue things","1","red things","0.5","green things","0","211","213","321","circle","212122","True"
"883","58","1189","18","English","solid things","0.5","striped things","0","polka-dotted things","1","blue things","0.5","red things","0.5","green things","0.5","332","322","232","square","212232","True"
"884","58","872","19","English","blue things","0.5","red things","0.5","green things","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","233","131","313","circle","112122","False"
"885","58","487","20","English","clouds","0.5","circles","0","squares","1","solid things","0.5","striped things","1","polka-dotted things","0","322","232","113","red","211111","True"
"886","59","1124","6","English","clouds","0.5","circles","0.5","squares","0.8","blue things","0.5","red things","0.5","green things","0.75","333","231","231","polka-dotted","321212","True"
"887","59","725","7","English","solid things","0.5","striped things","0.5","polka-dotted things","0.85","clouds","0.5","circles","0.5","squares","0.5","132","112","331","red","212122","True"
"888","59","511","8","English","blue things","0.5","red things","0.5","green things","0.5","clouds","0.5","circles","0.5","squares","0.5","233","213","221","polka-dotted","112132","False"
"889","59","257","9","English","solid things","0.15","striped things","0.85","polka-dotted things","0.5","blue things","0.85","red things","0.5","green things","0.15","121","113","321","cloud","212222","True"
"890","59","1241","10","English","blue things","0.5","red things","0.5","green things","0.5","solid things","0.5","striped things","0.5","polka-dotted things","0.5","123","333","231","cloud","112112","False"
"891","59","751","11","English","solid things","0.85","striped things","0.5","polka-dotted things","0.15","clouds","0.15","circles","0.5","squares","0.85","311","131","133","blue","211212","True"
"892","59","418","12","English","blue things","0.5","red things","0.15","green things","0.85","clouds","0.85","circles","0.15","squares","0.15","133","232","332","polka-dotted","321112","True"
"893","59","670","13","English","blue things","0.15","red things","0.5","green things","0.85","clouds","0.15","circles","0.85","squares","0.5","213","111","232","solid","212211","True"
"894","59","1158","14","English","clouds","0.5","circles","0.1","squares","0.85","solid things","0.5","striped things","0.5","polka-dotted things","0.5","332","232","333","red","212232","True"
"895","59","610","15","English","clouds","0.5","circles","0.5","squares","0.5","blue things","0.5","red things","0.5","green things","0.5","211","221","133","solid","112121","False"
"896","59","1311","16","English","blue things","0.5","red things","0.5","green things","0.5","clouds","0.5","circles","0.5","squares","0.5","221","232","131","striped","122122","False"
"897","59","1294","17","English","solid things","0.5","striped things","0.5","polka-dotted things","0.5","clouds","0.5","circles","0.5","squares","0.5","112","323","231","red","111111","False"
"898","59","345","18","English","blue things","0.15","red things","0.85","green things","0.5","clouds","0.5","circles","0.5","squares","0.5","322","321","313","striped","213211","True"
"899","59","428","19","English","solid things","0.1","striped things","1","polka-dotted things","0.1","clouds","0.9","circles","0.5","squares","0.1","122","332","312","red","321112","True"
"900","59","1414","20","English","solid things","0.1","striped things","0.1","polka-dotted things","0.95","clouds","0.1","circles","0.5","squares","0.9","333","323","113","green","322111","True"
"901","60","1520","6","English","clouds","0.75","circles","0.75","squares","0.2","solid things","0.2","striped things","0.2","polka-dotted things","0.75","131","111","211","blue","322112","True"
"902","60","2261","7","English","clouds","0.5","circles","0.5","squares","0.5","blue things","0.5","red things","0.5","green things","0.5","232","232","212","polka-dotted","213232","False"
"903","60","361","8","English","clouds","0.5","circles","0.5","squares","0.5","blue things","0.5","red things","0.5","green things","0.5","221","211","212","striped","122132","False"
"904","60","1541","9","English","blue things","0.75","red things","0.5","green things","0.5","clouds","0.2","circles","0.85","squares","0.5","221","121","122","striped","322112","True"
"905","60","1209","10","English","blue things","0.5","red things","0.5","green things","0.5","clouds","0.5","circles","0.5","squares","0.5","223","313","332","striped","112112","False"
