"","X.1","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"561",561,591,39,2242,11,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.05,"striped things",1,"polka-dotted things",0.05,121,111,131,"cloud",323211,"True",1,3,2,4,1,7,NA,NA,NA,NA,NA,NA,0.90909909099091,0.045450454504545,0.045450454504545,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.744957449574496,0.127521275212752,0.127521275212752,323211,0
"562",562,592,39,789,12,"English","blue things",0.7,"red things",0.2,"green things",0.5,"solid things",0.5,"striped things",0.25,"polka-dotted things",0.75,231,222,122,"circle",211212,"True",1,3,2,8,14,13,NA,NA,NA,0.74999625001875,0.25000374998125,NA,0.777774321003018,0.222225678996982,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.790556047219764,0.209443952780236,NA,0.790556047219764,0.209443952780236,NA,211212,0
"563",563,593,39,1783,13,"English","solid things",0.8,"striped things",0.2,"polka-dotted things",0.55,"clouds",0.5,"circles",0.5,"squares",0.5,311,311,321,"blue",322132,"True",3,2,1,3,3,6,NA,NA,NA,NA,NA,NA,0.8000031000062,0.1999968999938,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.773801130994345,0.226198869005655,NA,323221,0
"564",564,594,39,518,14,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,131,121,211,"polka-dotted",112132,"False",2,3,1,7,4,2,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.5,0.5,NA,113221,0
"565",565,595,39,2155,15,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,213,132,322,"green",121111,"False",3,2,1,20,16,15,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,121111,0
"566",566,596,39,565,16,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.25,"squares",0.75,323,223,222,"green",213212,"True",3,2,1,24,23,14,NA,NA,NA,NA,NA,NA,0.74999625001875,0.25000374998125,NA,0.5,0.5,NA,NA,NA,NA,1,0,NA,0.5,0.5,NA,NA,NA,NA,0.790556047219764,0.209443952780236,NA,213212,0
"567",567,597,39,1132,17,"English","solid things",0.7,"striped things",0.5,"polka-dotted things",0.35,"clouds",0.25,"circles",0.7,"squares",0.5,213,133,133,"green",321212,"True",3,2,1,20,25,25,NA,NA,NA,0.666661746036432,0.333338253963568,NA,0.736846925225514,0.263153074774486,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.853838538385384,0.146161461614616,NA,0.853838538385384,0.146161461614616,NA,321212,0
"568",568,598,39,1834,18,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,113,111,231,"green",122121,"False",3,2,1,19,1,8,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,122121,0
"569",569,599,39,122,19,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.8,"green things",0.25,332,333,121,"polka-dotted",212111,"True",2,1,3,18,27,4,NA,NA,NA,0.5,0.5,NA,0.51613,0.16129,0.32258,0.5,0.5,NA,0.5,0.5,NA,0.66667,0,0.33333,0.5,0.5,NA,0.5,0.5,NA,0.569225692256923,0.0974409744097441,0.333333333333333,212111,0
"570",570,600,39,1071,20,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,231,311,321,"polka-dotted",113212,"False",2,1,3,8,3,6,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.5,0.5,NA,113212,0
"571",571,601,40,1418,6,"English","blue things",0.85,"red things",0.1,"green things",0.1,"clouds",0.1,"circles",0.85,"squares",0.85,331,332,133,"polka-dotted",322111,"True",2,3,1,9,18,25,NA,NA,NA,0.894728864299519,0.105271135700481,NA,0.80952,0.09524,0.09524,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.774337743377434,0.225662256622566,NA,0.745637456374564,0.127181271812718,0.127181271812718,322111,0
"572",572,602,40,1649,7,"English","solid things",0.2,"striped things",0.85,"polka-dotted things",0.2,"blue things",0.2,"red things",0.15,"green things",0.85,223,211,131,"circle",211112,"True",1,2,3,23,2,7,NA,NA,NA,0.80952,0.19048,NA,0.68,0.16,0.16,0.5,0.5,NA,1,0,NA,0.66667,0,0.33333,0.700691496542517,0.299308503457483,NA,0.831400842995785,0.168599157004215,NA,0.70394,0.12007,0.17599,211211,0
"573",573,603,40,1618,8,"English","blue things",0.8,"red things",0.1,"green things",0.1,"solid things",0.85,"striped things",0.1,"polka-dotted things",0.15,221,212,132,"circle",211112,"True",1,3,2,5,11,16,NA,NA,NA,0.888888888888889,0.111111111111111,NA,0.09091,0.77273,0.13636,0.5,0.5,NA,1,0,NA,0.66667,0,0.33333,0.700691496542517,0.299308503457483,NA,0.831400842995785,0.168599157004215,NA,0.70394,0.12007,0.17599,211211,0
"574",574,604,40,1175,9,"English","blue things",0.05,"red things",0,"green things",0.05,"solid things",0,"striped things",0.95,"polka-dotted things",0.05,221,231,321,"circle",212232,"True",1,3,2,5,8,6,NA,NA,NA,NA,NA,NA,0.95,0.05,NA,0.5,0.5,NA,NA,NA,NA,1,0,NA,0.700691496542517,0.299308503457483,NA,NA,NA,NA,0.803125984370078,0.196874015629922,NA,213222,0
"575",575,605,40,149,10,"English","clouds",0,"circles",0.75,"squares",0.75,"blue things",0.1,"red things",0.95,"green things",0,212,213,331,"solid",212111,"True",2,1,3,11,20,9,NA,NA,NA,0.5,0.5,NA,0.90476,0,0.09524,0.5,0.5,NA,0.5,0.5,NA,0.66667,0,0.33333,0.700691496542517,0.299308503457483,NA,0.700691496542517,0.299308503457483,NA,0.70394,0.12007,0.17599,212111,0
"576",576,606,40,720,11,"English","blue things",0.2,"red things",0.95,"green things",0,"solid things",0.95,"striped things",0,"polka-dotted things",0.25,312,332,211,"square",212122,"True",1,3,2,12,18,2,NA,NA,NA,0.82609,0.17391,NA,0.79167,0.20833,NA,0.5,0.5,NA,0.5,0.5,NA,1,0,NA,0.700691496542517,0.299308503457483,NA,0.700691496542517,0.299308503457483,NA,0.803125984370078,0.196874015629922,NA,212122,0
"577",577,607,40,1964,12,"English","clouds",0.95,"circles",0,"squares",0,"blue things",0,"red things",1,"green things",0,122,122,122,"striped",323232,"False",2,1,3,13,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323232,0
"578",578,608,40,335,13,"English","solid things",0.95,"striped things",0,"polka-dotted things",0,"blue things",0.05,"red things",1,"green things",0,112,111,213,"cloud",213211,"True",1,2,3,10,1,20,NA,NA,NA,NA,NA,NA,0.95238,0.04762,0,0.5,0.5,NA,NA,NA,NA,0.66667,0,0.33333,0.700691496542517,0.299308503457483,NA,NA,NA,NA,0.70394,0.12007,0.17599,213211,0
"579",579,609,40,299,14,"English","blue things",0,"red things",0.85,"green things",0,"solid things",0.15,"striped things",0.15,"polka-dotted things",0.95,132,111,332,"cloud",212222,"True",1,3,2,16,1,18,NA,NA,NA,0.863636363636364,0.136363636363636,NA,1,0,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.700691496542517,0.299308503457483,NA,0.803125984370078,0.196874015629922,NA,0.803125984370078,0.196874015629922,NA,212222,0
"580",580,610,40,1420,15,"English","clouds",0.1,"circles",0.8,"squares",0.8,"solid things",0,"striped things",0.15,"polka-dotted things",0.85,232,332,122,"red",322111,"True",3,1,2,17,18,13,NA,NA,NA,0.85,0.15,NA,0.47059,0.47059,0.05882,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.774337743377434,0.225662256622566,NA,0.745637456374564,0.127181271812718,0.127181271812718,322111,0
"581",581,611,40,2384,16,"English","blue things",0.95,"red things",0,"green things",0,"clouds",0,"circles",0.75,"squares",0.95,331,311,321,"polka-dotted",113232,"False",2,3,1,9,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,NA,NA,NA,0.65926,0.17037,0.17037,NA,NA,NA,NA,NA,NA,113232,0
"582",582,612,40,1876,17,"English","solid things",0,"striped things",0,"polka-dotted things",1,"clouds",0,"circles",0.8,"squares",0.95,332,233,233,"red",123212,"False",3,2,1,18,26,26,NA,NA,NA,NA,NA,NA,0.54286,0.45714,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,0.794647946479465,0.205352053520535,NA,NA,NA,NA,0.794647946479465,0.205352053520535,NA,123212,0
"583",583,613,40,1484,18,"English","solid things",0.75,"striped things",0.05,"polka-dotted things",0.15,"clouds",0,"circles",1,"squares",0.05,212,221,231,"red",123211,"False",3,2,1,11,5,8,NA,NA,NA,NA,NA,NA,0.789477894778948,0.0526305263052631,0.157891578915789,0.5,0.5,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.794647946479465,0.205352053520535,NA,NA,NA,NA,0.65926,0.17037,0.17037,123211,0
"584",584,614,40,1866,19,"English","clouds",0,"circles",0.95,"squares",0.3,"blue things",0,"red things",0,"green things",0.95,223,313,313,"striped",123212,"False",2,1,3,23,21,21,NA,NA,NA,NA,NA,NA,0.76,0.24,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,0.794647946479465,0.205352053520535,NA,NA,NA,NA,0.794647946479465,0.205352053520535,NA,123212,0
"585",585,615,40,320,20,"English","blue things",0,"red things",0,"green things",1,"solid things",0.1,"striped things",0.15,"polka-dotted things",0.95,133,123,313,"cloud",213211,"True",1,3,2,25,22,21,NA,NA,NA,NA,NA,NA,0.79167,0.125,0.08333,0.5,0.5,NA,NA,NA,NA,0.66667,0,0.33333,0.700691496542517,0.299308503457483,NA,NA,NA,NA,0.70394,0.12007,0.17599,213211,0
"586",586,616,41,1115,6,"english","clouds",0,"circles",0,"squares",1,"solid things",0,"striped things",1,"polka-dotted things",0,321,131,131,"blue",321212,"True",3,1,2,6,7,7,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.984085079574602,0.0159149204253979,NA,0.984085079574602,0.0159149204253979,NA,321212,0
"587",587,617,41,2207,7,"english","clouds",0,"circles",1,"squares",0,"blue things",0,"red things",0,"green things",1,213,211,212,"solid",323211,"True",2,1,3,20,2,11,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.968660313396866,0.015669843301567,0.015669843301567,323211,0
"588",588,618,41,264,8,"english","blue things",0.5,"red things",0,"green things",0,"solid things",0,"striped things",0,"polka-dotted things",1,231,213,331,"circle",212222,"True",1,3,2,8,20,9,NA,NA,NA,1,0,NA,1,0,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.966549665496655,0.033450334503345,NA,0.970345148274259,0.0296548517257414,NA,0.970345148274259,0.0296548517257414,NA,212222,0
"589",589,619,41,1436,9,"english","solid things",0,"striped things",0,"polka-dotted things",1,"blue things",1,"red things",0,"green things",0,231,233,212,"circle",322111,"True",1,2,3,8,26,11,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.969145154274229,0.0308548457257714,NA,0.968660313396866,0.015669843301567,0.015669843301567,322111,0
"590",590,620,41,1092,10,"english","clouds",0,"circles",0,"squares",1,"solid things",1,"striped things",0,"polka-dotted things",0,313,111,112,"green",113212,"False",3,1,2,21,1,10,NA,NA,NA,NA,NA,NA,1,0,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.5,0.5,NA,0.96602,0.01699,0.01699,NA,NA,NA,0.982719827198272,0.017280172801728,NA,113212,0
"591",591,621,41,175,11,"english","blue things",0,"red things",1,"green things",0,"solid things",0,"striped things",1,"polka-dotted things",0,222,223,223,"circle",323212,"True",1,3,2,14,23,23,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.984085079574602,0.0159149204253979,NA,323212,0
"592",592,622,41,501,12,"english","solid things",0,"striped things",1,"polka-dotted things",0,"clouds",0,"circles",0,"squares",1,323,321,122,"green",112132,"False",3,2,1,24,6,13,NA,NA,NA,NA,NA,NA,1,0,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.5,0.5,NA,0.96602,0.01699,0.01699,NA,NA,NA,0.967840160799196,0.032159839200804,NA,113221,0
"593",593,623,41,2158,13,"english","clouds",0,"circles",1,"squares",0,"blue things",0,"red things",0,"green things",1,223,111,312,"striped",121111,"False",2,1,3,23,1,12,NA,NA,NA,1,0,0,1,0,0,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.982719827198272,0.017280172801728,NA,0.96602,0.01699,0.01699,0.96602,0.01699,0.01699,121111,0
"594",594,624,41,2228,14,"english","clouds",0,"circles",0.5,"squares",1,"blue things",0,"red things",1,"green things",0,332,132,232,"polka-dotted",323211,"True",2,1,3,18,16,17,NA,NA,NA,NA,NA,NA,0.66667,0,0.33333,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.968660313396866,0.015669843301567,0.015669843301567,323211,0
"595",595,625,41,786,15,"english","solid things",1,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",1,"green things",0,112,123,223,"cloud",211212,"True",1,2,3,10,22,23,NA,NA,NA,1,0,NA,1,0,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.966549665496655,0.033450334503345,NA,0.983425082874586,0.0165749171254144,NA,0.983425082874586,0.0165749171254144,NA,211212,0
"596",596,626,41,61,16,"english","blue things",0,"red things",1,"green things",0,"clouds",1,"circles",0,"squares",0,122,232,333,"striped",122111,"False",2,3,1,13,17,27,NA,NA,NA,1,0,NA,1,0,0,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.982719827198272,0.017280172801728,NA,0.967840160799196,0.032159839200804,NA,0.96602,0.01699,0.01699,122111,0
"597",597,627,41,881,17,"english","clouds",1,"circles",0.5,"squares",0,"blue things",0,"red things",1,"green things",0,132,121,212,"polka-dotted",112122,"False",2,1,3,16,4,11,NA,NA,NA,0.66667,0.33333,NA,1,0,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.96602,0.01699,0.01699,0.967840160799196,0.032159839200804,NA,0.967840160799196,0.032159839200804,NA,112122,0
"598",598,628,41,2008,18,"english","blue things",0.5,"red things",0,"green things",0,"solid things",0,"striped things",0,"polka-dotted things",1,131,132,111,"cloud",322122,"True",1,3,2,7,16,1,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.969145154274229,0.0308548457257714,NA,0.969145154274229,0.0308548457257714,NA,322122,0
"599",599,629,41,2208,19,"english","clouds",0,"circles",0.5,"squares",0,"blue things",1,"red things",0,"green things",0,211,212,213,"solid",323211,"True",2,1,3,2,11,20,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.968660313396866,0.015669843301567,0.015669843301567,323211,0
"600",600,630,41,2048,20,"english","solid things",0.7,"striped things",0,"polka-dotted things",0,"blue things",1,"red things",0,"green things",0,311,312,321,"square",322122,"True",1,2,3,3,12,6,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.969145154274229,0.0308548457257714,NA,0.969145154274229,0.0308548457257714,NA,322122,0
"601",601,646,43,2152,6,"English","clouds",0.05,"circles",0.7,"squares",0,"solid things",0.65,"striped things",0,"polka-dotted things",0,211,333,123,"blue",121111,"False",3,1,2,2,27,22,NA,NA,NA,1,0,0,0.93333,0,0.06667,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.978910105449473,0.0210898945505272,NA,0.95869958699587,0.020650206502065,0.020650206502065,0.95869958699587,0.020650206502065,0.020650206502065,121111,0
"602",602,647,43,1135,7,"English","solid things",0.75,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",0,"squares",0.8,312,222,222,"red",321212,"True",3,2,1,12,14,14,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.978910105449473,0.0210898945505272,NA,0.978910105449473,0.0210898945505272,NA,321212,0
"603",603,648,43,1210,8,"English","solid things",0,"striped things",0.8,"polka-dotted things",0,"clouds",0,"circles",0.85,"squares",0,222,123,131,"red",112112,"False",3,2,1,14,22,7,NA,NA,NA,1,0,NA,1,0,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.95869958699587,0.020650206502065,0.020650206502065,0.959530202348988,0.0404697976510117,NA,0.978910105449473,0.0210898945505272,NA,112112,0
"604",604,649,43,2010,9,"English","blue things",0,"red things",0,"green things",1,"clouds",0,"circles",0,"squares",0.75,313,312,213,"solid",322122,"True",2,3,1,21,12,20,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.959530202348988,0.0404697976510117,NA,0.959530202348988,0.0404697976510117,NA,322122,0
"605",605,650,43,184,10,"English","solid things",0.85,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",0,"green things",0.95,113,123,123,"cloud",323212,"True",1,2,3,19,22,22,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.978910105449473,0.0210898945505272,NA,323212,0
"606",606,651,43,308,11,"English","clouds",0,"circles",0,"squares",1,"solid things",0,"striped things",0,"polka-dotted things",1,332,232,131,"red",213211,"True",3,1,2,18,17,7,NA,NA,NA,NA,NA,NA,1,0,0,0.5,0.5,NA,NA,NA,NA,0.66667,0,0.33333,0.959530202348988,0.0404697976510117,NA,NA,NA,NA,0.9587,0.02065,0.02065,213211,0
"607",607,652,43,1136,12,"English","solid things",1,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",1,"green things",0,112,123,123,"cloud",321212,"True",1,2,3,10,22,22,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.978910105449473,0.0210898945505272,NA,0.978910105449473,0.0210898945505272,NA,321212,0
"608",608,653,43,2072,13,"English","clouds",0,"circles",0,"squares",1,"solid things",0,"striped things",0.95,"polka-dotted things",0,322,112,232,"red",321111,"True",3,1,2,15,10,17,NA,NA,NA,1,0,0,1,0,0,NA,NA,NA,1,0,0,1,0,0,NA,NA,NA,0.9587,0.02065,0.02065,0.9587,0.02065,0.02065,321111,0
"609",609,654,43,1422,14,"English","solid things",0,"striped things",1,"polka-dotted things",0,"clouds",0.8,"circles",0,"squares",0,123,133,313,"green",322111,"True",3,2,1,22,25,21,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.959530202348988,0.0404697976510117,NA,0.9587,0.02065,0.02065,322111,0
"610",610,655,43,867,15,"English","clouds",0,"circles",0.8,"squares",0,"blue things",0,"red things",0,"green things",0.8,233,211,123,"polka-dotted",112122,"False",2,1,3,26,2,22,NA,NA,NA,1,0,NA,1,0,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.95869958699587,0.020650206502065,0.020650206502065,0.959530202348988,0.0404697976510117,NA,0.959530202348988,0.0404697976510117,NA,112122,0
"611",611,656,43,1855,16,"English","blue things",0,"red things",0,"green things",0.75,"clouds",0,"circles",0,"squares",1,313,332,332,"solid",123212,"False",2,3,1,21,18,18,NA,NA,NA,NA,NA,NA,1,0,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,0.978910105449473,0.0210898945505272,NA,NA,NA,NA,0.978910105449473,0.0210898945505272,NA,123212,0
"612",612,657,43,1233,17,"English","blue things",0,"red things",1,"green things",0,"clouds",0,"circles",0.8,"squares",0,222,231,311,"striped",112112,"False",2,3,1,14,8,3,NA,NA,NA,1,0,NA,1,0,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.95869958699587,0.020650206502065,0.020650206502065,0.959530202348988,0.0404697976510117,NA,0.978910105449473,0.0210898945505272,NA,112112,0
"613",613,658,43,1783,18,"English","clouds",0,"circles",0,"squares",0.8,"solid things",0.8,"striped things",0.15,"polka-dotted things",0,311,311,321,"blue",322132,"True",3,1,2,3,3,6,NA,NA,NA,NA,NA,NA,0.84211,0.15789,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.959530202348988,0.0404697976510117,NA,323221,0
"614",614,659,43,2201,19,"English","solid things",0,"striped things",0.75,"polka-dotted things",0,"clouds",0.2,"circles",0.2,"squares",0.8,321,221,121,"blue",323211,"True",3,2,1,6,5,4,NA,NA,NA,NA,NA,NA,0.666663333366666,0.166668333316667,0.166668333316667,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.9587,0.02065,0.02065,323211,0
"615",615,660,43,2244,20,"English","clouds",0,"circles",0,"squares",0.85,"solid things",0.85,"striped things",0.15,"polka-dotted things",0.15,313,333,323,"green",323211,"True",3,1,2,21,27,24,NA,NA,NA,NA,NA,NA,0.739137391373914,0.130431304313043,0.130431304313043,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.9587,0.02065,0.02065,323211,0
"616",616,661,44,2227,6,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.05,"circles",0.9,"squares",0.05,231,131,331,"blue",323211,"True",3,2,1,8,7,9,NA,NA,NA,NA,NA,NA,0.9,0.05,0.05,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.982860171398286,0.00856991430085699,0.00856991430085699,323211,0
"617",617,662,44,204,7,"English","clouds",0,"circles",0.5,"squares",0.95,"blue things",0.5,"red things",0.5,"green things",0.5,331,331,111,"polka-dotted",212132,"False",2,1,3,9,9,1,NA,NA,NA,NA,NA,NA,1,0,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,0.519320193201932,0.480679806798068,NA,NA,NA,NA,0.519320193201932,0.480679806798068,NA,213221,0
"618",618,663,44,1371,8,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,212,332,122,"solid",113211,"False",2,3,1,11,18,13,NA,NA,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.36752,0.31624,0.31624,NA,NA,NA,0.36752,0.31624,0.31624,113211,0
"619",619,664,44,2026,9,"English","solid things",0.5,"striped things",0.95,"polka-dotted things",0.05,"blue things",0.5,"red things",0,"green things",0.95,123,122,133,"cloud",322122,"True",1,2,3,22,13,25,NA,NA,NA,0.950004500045,0.0499954999549996,NA,1,0,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.983019830198302,0.016980169801698,NA,0.983019830198302,0.016980169801698,NA,322122,0
"620",620,665,44,921,10,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,332,332,121,"square",212121,"False",1,3,2,18,18,4,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.519320193201932,0.480679806798068,NA,0.519320193201932,0.480679806798068,NA,0.519320193201932,0.480679806798068,NA,212121,0
"621",621,666,44,686,11,"English","blue things",0.95,"red things",0,"green things",0.5,"solid things",0,"striped things",0.5,"polka-dotted things",0.95,231,212,133,"circle",212211,"True",1,3,2,8,11,25,NA,NA,NA,1,0,NA,0.65517,0,0.34483,0.5,0.5,NA,1,0,NA,0.66667,0,0.33333,0.519320193201932,0.480679806798068,NA,0.991270043649782,0.00872995635021825,NA,0.67771,0.00591,0.31638,212211,0
"622",622,667,44,2217,12,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0,"red things",0,"green things",0.95,223,222,221,"striped",323211,"True",2,1,3,23,14,5,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.982860171398286,0.00856991430085699,0.00856991430085699,323211,0
"623",623,668,44,1333,13,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,311,332,112,"blue",122122,"False",3,1,2,3,18,10,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.53750037500375,0.46249962499625,NA,0.537147314263429,0.462852685736571,NA,0.537147314263429,0.462852685736571,NA,122122,0
"624",624,669,44,1207,14,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,223,133,331,"circle",112112,"False",1,2,3,23,25,9,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.36752,0.31624,0.31624,0.537147314263429,0.462852685736571,NA,0.53750037500375,0.46249962499625,NA,112112,0
"625",625,670,44,336,15,"English","clouds",0,"circles",0.95,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,221,121,331,"striped",213211,"True",2,1,3,5,4,9,NA,NA,NA,NA,NA,NA,0.65517,0,0.34483,0.5,0.5,NA,NA,NA,NA,0.66667,0,0.33333,0.519320193201932,0.480679806798068,NA,NA,NA,NA,0.67771,0.00591,0.31638,213211,0
"626",626,671,44,1633,16,"English","clouds",0.5,"circles",0,"squares",0.95,"blue things",0,"red things",0.95,"green things",0.5,312,211,223,"solid",211112,"True",2,1,3,12,2,23,NA,NA,NA,1,0,NA,0.65517,0,0.34483,0.5,0.5,NA,1,0,NA,0.66667,0,0.33333,0.519320193201932,0.480679806798068,NA,0.983170084149579,0.0168299158504207,NA,0.67771,0.00591,0.31638,211211,0
