"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"561",591,39,2242,11,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.05,"striped things",1,"polka-dotted things",0.05,121,111,131,"cloud",323211,"True",1,3,2,4,1,7,NA,NA,NA,0.04545,0.90909,0.04545,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.15126,0.69748,0.15126,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.13811,0.72378,0.13811,0.33333,0.33333,0.33333,323211,1.59784502497799
"562",592,39,789,12,"English","blue things",0.7,"red things",0.2,"green things",0.5,"solid things",0.5,"striped things",0.25,"polka-dotted things",0.75,231,222,122,"circle",211212,"True",1,3,2,8,14,13,NA,NA,NA,0.33333,0.16667,0.5,0.5,0.14286,0.35714,0.33333,0.33333,0.33333,0.33333,0.14305,0.52362,0.52362,0.14305,0.33333,0.33333,0.33333,0.33333,0.33333,0.13699,0.52968,0.52968,0.13699,0.33333,211212,2.0074494843784
"563",593,39,1783,13,"English","solid things",0.8,"striped things",0.2,"polka-dotted things",0.55,"clouds",0.5,"circles",0.5,"squares",0.5,311,311,321,"blue",322132,"True",3,2,1,3,3,6,0.33333,0.33333,0.33333,0.51613,0.12903,0.35484,NA,NA,NA,0.33333,0.33333,0.33333,0.50022,0.16644,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.51443,0.15224,0.33333,0.33333,0.33333,0.33333,323221,2.07733333580713
"564",594,39,518,14,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,131,121,211,"polka-dotted",112132,"False",2,3,1,7,4,2,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113221,2.19722457733622
"565",595,39,2155,15,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,213,132,322,"green",121111,"False",3,2,1,20,16,15,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,121111,2.19722457733622
"566",596,39,565,16,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.25,"squares",0.75,323,223,222,"green",213212,"True",3,2,1,24,23,14,0.33333,0.16667,0.5,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.14731,0.51935,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.13776,0.52891,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213212,2.11160063201797
"567",597,39,1132,17,"English","solid things",0.7,"striped things",0.5,"polka-dotted things",0.35,"clouds",0.25,"circles",0.7,"squares",0.5,213,133,133,"green",321212,"True",3,2,1,20,25,25,0.17241,0.48276,0.34483,0.45161,0.32258,0.22581,NA,NA,NA,0.08356,0.5831,0.33333,0.5831,0.33333,0.08356,0.33333,0.33333,0.33333,0.08046,0.58621,0.33333,0.58621,0.33333,0.08046,0.33333,0.33333,0.33333,321212,2.22565694828748
"568",598,39,1834,18,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,113,111,231,"green",122121,"False",3,2,1,19,1,8,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122121,2.19722457733622
"569",599,39,122,19,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.8,"green things",0.25,332,333,121,"polka-dotted",212111,"True",2,1,3,18,27,4,0.33333,0.33333,0.33333,NA,NA,NA,0.32258,0.51613,0.16129,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.56198,0.10468,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.57246,0.09421,212111,2.11444125159844
"570",600,39,1071,20,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,231,311,321,"polka-dotted",113212,"False",2,1,3,8,3,6,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113212,2.19722457733622
"571",601,40,1418,6,"English","blue things",0.85,"red things",0.1,"green things",0.1,"clouds",0.1,"circles",0.85,"squares",0.85,331,332,133,"polka-dotted",322111,"True",2,3,1,9,18,25,0.05556,0.47222,0.47222,NA,NA,NA,0.80952,0.09524,0.09524,0.15683,0.33333,0.50984,0.33333,0.33333,0.33333,0.7334,0.1333,0.1333,0.14758,0.33333,0.51908,0.33333,0.33333,0.33333,0.75107,0.12446,0.12446,322111,1.57467360202886
"572",602,40,1649,7,"English","solid things",0.2,"striped things",0.85,"polka-dotted things",0.2,"blue things",0.2,"red things",0.15,"green things",0.85,223,211,131,"circle",211112,"True",1,2,3,23,2,7,NA,NA,NA,0.16,0.68,0.16,0.16667,0.125,0.70833,0.33333,0.33333,0.33333,0.06462,0.60204,0.33333,0.10161,0.33333,0.56506,0.19651,0.47016,0.33333,0.08432,0.74282,0.17286,0.08826,0.33333,0.57841,211211,1.88186549175638
"573",603,40,1618,8,"English","blue things",0.8,"red things",0.1,"green things",0.1,"solid things",0.85,"striped things",0.1,"polka-dotted things",0.15,221,212,132,"circle",211112,"True",1,3,2,5,11,16,NA,NA,NA,0.77273,0.09091,0.13636,0.8,0.1,0.1,0.33333,0.33333,0.33333,0.06462,0.60204,0.33333,0.56506,0.10161,0.33333,0.19651,0.47016,0.33333,0.08432,0.74282,0.17286,0.57841,0.08826,0.33333,211211,3.1077784110728
"574",604,40,1175,9,"English","blue things",0.05,"red things",0,"green things",0.05,"solid things",0,"striped things",0.95,"polka-dotted things",0.05,221,231,321,"circle",212232,"True",1,3,2,5,8,6,NA,NA,NA,0,0.95,0.05,0.5,0,0.5,0.33333,0.33333,0.33333,0.33333,0.54942,0.11724,0.33333,0.33333,0.33333,0.33333,0.47043,0.19624,0.33333,0.5229,0.14376,0.33333,0.33333,0.33333,213222,1.77472962119033
"575",605,40,149,10,"English","clouds",0,"circles",0.75,"squares",0.75,"blue things",0.1,"red things",0.95,"green things",0,212,213,331,"solid",212111,"True",2,1,3,11,20,9,0,0.5,0.5,NA,NA,NA,0.09524,0.90476,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.55919,0.10748,0.33333,0.47592,0.19075,0.47592,0.33333,0.19075,0.16695,0.70584,0.12722,212111,1.72914775748328
"576",606,40,720,11,"English","blue things",0.2,"red things",0.95,"green things",0,"solid things",0.95,"striped things",0,"polka-dotted things",0.25,312,332,211,"square",212122,"True",1,3,2,12,18,2,NA,NA,NA,0.79167,0,0.20833,0.17391,0.82609,0,0.33333,0.33333,0.33333,0.55806,0.33333,0.10861,0.33333,0.33333,0.33333,0.33333,0.20927,0.4574,0.5384,0.33333,0.12827,0.20927,0.4574,0.33333,212122,2.02288711288521
"577",607,40,1964,12,"English","clouds",0.95,"circles",0,"squares",0,"blue things",0,"red things",1,"green things",0,122,122,122,"striped",323232,"False",2,1,3,13,13,13,1,0,0,NA,NA,NA,0,1,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232,2.19722457733622
"578",608,40,335,13,"English","solid things",0.95,"striped things",0,"polka-dotted things",0,"blue things",0.05,"red things",1,"green things",0,112,111,213,"cloud",213211,"True",1,2,3,10,1,20,NA,NA,NA,1,0,0,0.04762,0.95238,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.10696,0.55971,0.33333,0.44546,0.22121,0.33333,0.33333,0.33333,0.33333,0.12435,0.67675,0.1989,213211,1.75775824449755
"579",609,40,299,14,"English","blue things",0,"red things",0.85,"green things",0,"solid things",0.15,"striped things",0.15,"polka-dotted things",0.95,132,111,332,"cloud",212222,"True",1,3,2,16,1,18,NA,NA,NA,0.12,0.12,0.76,0,1,0,0.33333,0.33333,0.33333,0.12529,0.33333,0.54138,0.12529,0.54138,0.33333,0.47435,0.33333,0.19231,0.15727,0.33333,0.50939,0.15727,0.50939,0.33333,212222,1.4610984581763
"580",610,40,1420,15,"English","clouds",0.1,"circles",0.8,"squares",0.8,"solid things",0,"striped things",0.15,"polka-dotted things",0.85,232,332,122,"red",322111,"True",3,1,2,17,18,13,0.05882,0.47059,0.47059,0,0.15,0.85,NA,NA,NA,0.1333,0.7334,0.1333,0.33333,0.15683,0.50984,0.33333,0.33333,0.33333,0.12446,0.75107,0.12446,0.33333,0.14758,0.51908,0.33333,0.33333,0.33333,322111,2.0632591169693
"581",611,40,2384,16,"English","blue things",0.95,"red things",0,"green things",0,"clouds",0,"circles",0.75,"squares",0.95,331,311,321,"polka-dotted",113232,"False",2,3,1,9,3,6,0,0.44118,0.55882,NA,NA,NA,1,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.17037,0.17037,0.65926,0.33333,0.33333,0.33333,113232,2.19722457733622
"582",612,40,1876,17,"English","solid things",0,"striped things",0,"polka-dotted things",1,"clouds",0,"circles",0.8,"squares",0.95,332,233,233,"red",123212,"False",3,2,1,18,26,26,0,0.45714,0.54286,0,0,1,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.11251,0.55416,0.33333,0.33333,0.33333,0.33333,0.55416,0.11251,123212,2.19722457733622
"583",613,40,1484,18,"English","solid things",0.75,"striped things",0.05,"polka-dotted things",0.15,"clouds",0,"circles",1,"squares",0.05,212,221,231,"red",123211,"False",3,2,1,11,5,8,0,0.95238,0.04762,0.78947,0.05263,0.15789,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.6342,0.1829,0.1829,0.14923,0.51744,0.33333,123211,2.19722457733622
"584",614,40,1866,19,"English","clouds",0,"circles",0.95,"squares",0.3,"blue things",0,"red things",0,"green things",0.95,223,313,313,"striped",123212,"False",2,1,3,23,21,21,0,0.76,0.24,NA,NA,NA,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.55416,0.11251,0.11251,0.55416,0.33333,0.33333,0.33333,0.33333,123212,2.19722457733622
"585",615,40,320,20,"English","blue things",0,"red things",0,"green things",1,"solid things",0.1,"striped things",0.15,"polka-dotted things",0.95,133,123,313,"cloud",213211,"True",1,3,2,25,22,21,NA,NA,NA,0.08333,0.125,0.79167,0,0,1,0.33333,0.33333,0.33333,0.33333,0.10696,0.55971,0.33333,0.33333,0.33333,0.44546,0.33333,0.22121,0.1989,0.12435,0.67675,0.33333,0.33333,0.33333,213211,1.92901283911112
"586",616,41,1115,6,"english","clouds",0,"circles",0,"squares",1,"solid things",0,"striped things",1,"polka-dotted things",0,321,131,131,"blue",321212,"True",3,1,2,6,7,7,0,0,1,0,1,0,NA,NA,NA,0.00858,0.33333,0.65808,0.33333,0.65808,0.00858,0.33333,0.33333,0.33333,0.0114,0.33333,0.65526,0.33333,0.65526,0.0114,0.33333,0.33333,0.33333,321212,0.836847590539526
"587",617,41,2207,7,"english","clouds",0,"circles",1,"squares",0,"blue things",0,"red things",0,"green things",1,213,211,212,"solid",323211,"True",2,1,3,20,2,11,0,1,0,NA,NA,NA,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,6e-05,6e-05,0.99988,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.00192,0.00192,0.99617,323211,1.09872989692502
"588",618,41,264,8,"english","blue things",0.5,"red things",0,"green things",0,"solid things",0,"striped things",0,"polka-dotted things",1,231,213,331,"circle",212222,"True",1,3,2,8,20,9,NA,NA,NA,0,0,1,1,0,0,0.33333,0.33333,0.33333,0.00948,0.33333,0.65719,0.65719,0.33333,0.00948,0.33333,0.64354,0.02312,0.02312,0.33333,0.64355,0.64355,0.33333,0.02312,212222,0.839572335105337
"589",619,41,1436,9,"english","solid things",0,"striped things",0,"polka-dotted things",1,"blue things",1,"red things",0,"green things",0,231,233,212,"circle",322111,"True",1,2,3,8,26,11,NA,NA,NA,0,0,1,1,0,0,0.33333,0.33333,0.33333,0.01928,0.33333,0.64739,0.97065,0.01467,0.01467,0.33333,0.33333,0.33333,0.02316,0.33333,0.64351,0.96465,0.01768,0.01768,322111,0.464597107973212
"590",620,41,1092,10,"english","clouds",0,"circles",0,"squares",1,"solid things",1,"striped things",0,"polka-dotted things",0,313,111,112,"green",113212,"False",3,1,2,21,1,10,0,0,1,1,0,0,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.01339,0.33333,0.65328,0.33333,0.33333,0.33333,0.01968,0.01968,0.96063,113212,2.19722457733622
"591",621,41,175,11,"english","blue things",0,"red things",1,"green things",0,"solid things",0,"striped things",1,"polka-dotted things",0,222,223,223,"circle",323212,"True",1,3,2,14,23,23,NA,NA,NA,0,1,0,0,1,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.65823,0.00843,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.65565,0.01102,323212,1.51680651626686
"592",622,41,501,12,"english","solid things",0,"striped things",1,"polka-dotted things",0,"clouds",0,"circles",0,"squares",1,323,321,122,"green",112132,"False",3,2,1,24,6,13,0,0,1,0,1,0,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.02317,0.33333,0.6435,0.33333,0.33333,0.33333,0.0193,0.0193,0.9614,113221,2.19722457733622
"593",623,41,2158,13,"english","clouds",0,"circles",1,"squares",0,"blue things",0,"red things",0,"green things",1,223,111,312,"striped",121111,"False",2,1,3,23,1,12,0,1,0,NA,NA,NA,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.03356,0.93288,0.03356,0.02315,0.64352,0.33333,0.03356,0.03356,0.93288,121111,2.19722457733622
"594",624,41,2228,14,"english","clouds",0,"circles",0.5,"squares",1,"blue things",0,"red things",1,"green things",0,332,132,232,"polka-dotted",323211,"True",2,1,3,18,16,17,0,0.33333,0.66667,NA,NA,NA,0,1,0,6e-05,6e-05,0.99988,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.00192,0.00192,0.99617,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323211,4.34580979327023
"595",625,41,786,15,"english","solid things",1,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",1,"green things",0,112,123,223,"cloud",211212,"True",1,2,3,10,22,23,NA,NA,NA,1,0,0,0,1,0,0.33333,0.33333,0.33333,0.64932,0.01734,0.33333,0.33333,0.64932,0.01734,0.64188,0.02479,0.33333,0.65484,0.01183,0.33333,0.33333,0.65484,0.01183,211212,0.86365142969381
"596",626,41,61,16,"english","blue things",0,"red things",1,"green things",0,"clouds",1,"circles",0,"squares",0,122,232,333,"striped",122111,"False",2,3,1,13,17,27,1,0,0,NA,NA,NA,0,1,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.94564,0.02718,0.02718,0.33333,0.64804,0.01863,0.33333,0.63871,0.02796,122111,2.19722457733622
"597",627,41,881,17,"english","clouds",1,"circles",0.5,"squares",0,"blue things",0,"red things",1,"green things",0,132,121,212,"polka-dotted",112122,"False",2,1,3,16,4,11,0.66667,0.33333,0,NA,NA,NA,0,1,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.65494,0.01172,0.33333,0.00887,0.00887,0.98226,0.01172,0.65494,0.33333,112122,2.19722457733622
"598",628,41,2008,18,"english","blue things",0.5,"red things",0,"green things",0,"solid things",0,"striped things",0,"polka-dotted things",1,131,132,111,"cloud",322122,"True",1,3,2,7,16,1,NA,NA,NA,0,0,1,1,0,0,0.33333,0.33333,0.33333,0.02388,0.33333,0.64278,0.64278,0.02388,0.33333,0.33333,0.33333,0.33333,0.02572,0.33333,0.64094,0.64094,0.02572,0.33333,322122,0.883896201526065
"599",629,41,2208,19,"english","clouds",0,"circles",0.5,"squares",0,"blue things",1,"red things",0,"green things",0,211,212,213,"solid",323211,"True",2,1,3,2,11,20,0,1,0,NA,NA,NA,1,0,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.99988,6e-05,6e-05,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.99617,0.00192,0.00192,323211,1.09872989692502
"600",630,41,2048,20,"english","solid things",0.7,"striped things",0,"polka-dotted things",0,"blue things",1,"red things",0,"green things",0,311,312,321,"square",322122,"True",1,2,3,3,12,6,NA,NA,NA,1,0,0,1,0,0,0.33333,0.33333,0.33333,0.64278,0.02388,0.33333,0.64278,0.02388,0.33333,0.33333,0.33333,0.33333,0.64094,0.02572,0.33333,0.64094,0.02572,0.33333,322122,0.883896201526065
"601",646,43,2152,6,"English","clouds",0.05,"circles",0.7,"squares",0,"solid things",0.65,"striped things",0,"polka-dotted things",0,211,333,123,"blue",121111,"False",3,1,2,2,27,22,0.06667,0.93333,0,1,0,0,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.0211,0.95779,0.0211,0.95779,0.0211,0.0211,0.65229,0.33333,0.01437,121111,2.19722457733622
"602",647,43,1135,7,"English","solid things",0.75,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",0,"squares",0.8,312,222,222,"red",321212,"True",3,2,1,12,14,14,0,0,1,1,0,0,NA,NA,NA,0.33333,0.02457,0.64209,0.64209,0.02457,0.33333,0.33333,0.33333,0.33333,0.33333,0.01574,0.65093,0.65093,0.01574,0.33333,0.33333,0.33333,0.33333,321212,0.886038727887345
"603",648,43,1210,8,"English","solid things",0,"striped things",0.8,"polka-dotted things",0,"clouds",0,"circles",0.85,"squares",0,222,123,131,"red",112112,"False",3,2,1,14,22,7,0,1,0,0,1,0,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.01659,0.65007,0.33333,0.33333,0.63506,0.03161,0.02428,0.95143,0.02428,112112,2.19722457733622
"604",649,43,2010,9,"English","blue things",0,"red things",0,"green things",1,"clouds",0,"circles",0,"squares",0.75,313,312,213,"solid",322122,"True",2,3,1,21,12,20,0,0,1,NA,NA,NA,0,0,1,0.33333,0.04911,0.61756,0.33333,0.33333,0.33333,0.33333,0.04911,0.61756,0.33333,0.02982,0.63684,0.33333,0.33333,0.33333,0.33333,0.02982,0.63684,322122,0.963964284724459
"605",650,43,184,10,"English","solid things",0.85,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",0,"green things",0.95,113,123,123,"cloud",323212,"True",1,2,3,19,22,22,NA,NA,NA,1,0,0,0,0,1,0.33333,0.33333,0.33333,0.6443,0.02237,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.65223,0.01444,0.33333,0.33333,0.33333,0.33333,323212,1.53820711237026
"606",651,43,308,11,"English","clouds",0,"circles",0,"squares",1,"solid things",0,"striped things",0,"polka-dotted things",1,332,232,131,"red",213211,"True",3,1,2,18,17,7,0,0,1,0,0,1,NA,NA,NA,0.33333,0.02263,0.64404,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.02176,0.02176,0.95648,0.33333,0.33333,0.33333,0.0284,0.63827,0.33333,213211,1.53861063201797
"607",652,43,1136,12,"English","solid things",1,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",1,"green things",0,112,123,123,"cloud",321212,"True",1,2,3,10,22,22,NA,NA,NA,1,0,0,0,1,0,0.33333,0.33333,0.33333,0.64209,0.02457,0.33333,0.33333,0.64209,0.02457,0.33333,0.33333,0.33333,0.65093,0.01574,0.33333,0.33333,0.65093,0.01574,321212,0.886038727887345
"608",653,43,2072,13,"English","clouds",0,"circles",0,"squares",1,"solid things",0,"striped things",0.95,"polka-dotted things",0,322,112,232,"red",321111,"True",3,1,2,15,10,17,0,0,1,0,1,0,NA,NA,NA,0.0379,0.0379,0.9242,0.0379,0.9242,0.0379,0.33333,0.33333,0.33333,0.02299,0.02299,0.95402,0.02299,0.95402,0.02299,0.33333,0.33333,0.33333,321111,0.157645933587183
"609",654,43,1422,14,"English","solid things",0,"striped things",1,"polka-dotted things",0,"clouds",0.8,"circles",0,"squares",0,123,133,313,"green",322111,"True",3,2,1,22,25,21,1,0,0,0,1,0,NA,NA,NA,0.61707,0.33333,0.0496,0.03864,0.92273,0.03864,0.33333,0.33333,0.33333,0.63677,0.33333,0.0299,0.02294,0.95412,0.02294,0.33333,0.33333,0.33333,322111,0.563200062398038
"610",655,43,867,15,"English","clouds",0,"circles",0.8,"squares",0,"blue things",0,"red things",0,"green things",0.8,233,211,123,"polka-dotted",112122,"False",2,1,3,26,2,22,0,1,0,NA,NA,NA,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.02982,0.63684,0.33333,0.02288,0.02288,0.95424,0.02982,0.33333,0.63684,112122,2.19722457733622
"611",656,43,1855,16,"English","blue things",0,"red things",0,"green things",0.75,"clouds",0,"circles",0,"squares",1,313,332,332,"solid",123212,"False",2,3,1,21,18,18,0,0,1,NA,NA,NA,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.65222,0.33333,0.01444,0.33333,0.01444,0.65222,123212,2.19722457733622
"612",657,43,1233,17,"English","blue things",0,"red things",1,"green things",0,"clouds",0,"circles",0.8,"squares",0,222,231,311,"striped",112112,"False",2,3,1,14,8,3,0,1,0,NA,NA,NA,0,1,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.63506,0.03161,0.02428,0.95143,0.02428,0.01659,0.65007,0.33333,112112,2.19722457733622
"613",658,43,1783,18,"English","clouds",0,"circles",0,"squares",0.8,"solid things",0.8,"striped things",0.15,"polka-dotted things",0,311,311,321,"blue",322132,"True",3,1,2,3,3,6,0,0,1,0.84211,0.15789,0,NA,NA,NA,0.33333,0.33333,0.33333,0.63036,0.0363,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.64365,0.02302,0.33333,0.33333,0.33333,0.33333,323221,2.0107655918983
"614",659,43,2201,19,"English","solid things",0,"striped things",0.75,"polka-dotted things",0,"clouds",0.2,"circles",0.2,"squares",0.8,321,221,121,"blue",323211,"True",3,2,1,6,5,4,0.16667,0.16667,0.66667,0,1,0,NA,NA,NA,0.0077,0.0077,0.9846,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.00629,0.00629,0.98743,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323211,2.7312060294951
"615",660,43,2244,20,"English","clouds",0,"circles",0,"squares",0.85,"solid things",0.85,"striped things",0.15,"polka-dotted things",0.15,313,333,323,"green",323211,"True",3,1,2,21,27,24,0,0,1,0.73913,0.13043,0.13043,NA,NA,NA,0.33333,0.33333,0.33333,0.9846,0.0077,0.0077,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.98743,0.00629,0.00629,0.33333,0.33333,0.33333,323211,2.37966749355174
"616",661,44,2227,6,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.05,"circles",0.9,"squares",0.05,231,131,331,"blue",323211,"True",3,2,1,8,7,9,0.05,0.9,0.05,0.33333,0.33333,0.33333,NA,NA,NA,0.00447,0.99105,0.00447,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.00509,0.98982,0.00509,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323211,1.64766257442756
"617",662,44,204,7,"English","clouds",0,"circles",0.5,"squares",0.95,"blue things",0.5,"red things",0.5,"green things",0.5,331,331,111,"polka-dotted",212132,"False",2,1,3,9,9,1,0,0.34483,0.65517,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,213221,2.19722457733622
"618",663,44,1371,8,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,212,332,122,"solid",113211,"False",2,3,1,11,18,13,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.31399,0.37202,0.31399,0.37202,0.31399,0.31399,0.33333,0.33333,0.33333,113211,2.19722457733622
"619",664,44,2026,9,"English","solid things",0.5,"striped things",0.95,"polka-dotted things",0.05,"blue things",0.5,"red things",0,"green things",0.95,123,122,133,"cloud",322122,"True",1,2,3,22,13,25,NA,NA,NA,0.33333,0.63333,0.03333,0.34483,0,0.65517,0.33333,0.33333,0.33333,0.33333,0.65743,0.00924,0.33333,0.00924,0.65743,0.33333,0.33333,0.33333,0.33333,0.65646,0.01021,0.33333,0.01021,0.65646,322122,1.44161232392412
"620",665,44,921,10,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,332,332,121,"square",212121,"False",1,3,2,18,18,4,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.31966,0.33333,0.347,0.33333,0.31966,0.347,0.31966,0.347,0.33333,212121,2.19722457733622
"621",666,44,686,11,"English","blue things",0.95,"red things",0,"green things",0.5,"solid things",0,"striped things",0.5,"polka-dotted things",0.95,231,212,133,"circle",212211,"True",1,3,2,8,11,25,NA,NA,NA,0,0.34483,0.65517,0.65517,0,0.34483,0.33333,0.33333,0.33333,0.0056,0.33333,0.66106,0.66111,0.00556,0.33333,0.31964,0.34703,0.33333,0.00627,0.33333,0.6604,0.67831,0.00637,0.31532,212211,1.29997925308793
"622",667,44,2217,12,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0,"red things",0,"green things",0.95,223,222,221,"striped",323211,"True",2,1,3,23,14,5,0.33333,0.33333,0.33333,NA,NA,NA,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.00447,0.00447,0.99105,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.00509,0.00509,0.98982,323211,1.10759922625485
