"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode"
"600",630,41,2048,20,"english","solid things",0.7,"striped things",0,"polka-dotted things",0,"blue things",1,"red things",0,"green things",0,311,312,321,"square",322122,"True",1,2,3,3,12,6,NA,NA,NA,1,0,0,1,0,0,0.33333,0.33333,0.33333,0.64617,0.02049,0.33333,0.64617,0.02049,0.33333,0.33333,0.33333,0.33333,0.64617,0.02049,0.33333,0.64617,0.02049,0.33333,322122
"601",646,43,2152,6,"English","clouds",0.05,"circles",0.7,"squares",0,"solid things",0.65,"striped things",0,"polka-dotted things",0,211,333,123,"blue",121111,"False",3,1,2,2,27,22,0.06667,0.93333,0,1,0,0,NA,NA,NA,0.02065,0.9587,0.02065,0.9587,0.02065,0.02065,0.65261,0.33333,0.01406,0.02072,0.95855,0.02072,0.95855,0.02072,0.02072,0.65256,0.33333,0.01411,121111
"602",647,43,1135,7,"English","solid things",0.75,"striped things",0,"polka-dotted things",0,"clouds",0,"circles",0,"squares",0.8,312,222,222,"red",321212,"True",3,2,1,12,14,14,0,0,1,1,0,0,NA,NA,NA,0.33333,0.01406,0.65261,0.65261,0.01406,0.33333,0.33333,0.33333,0.33333,0.33333,0.01402,0.65264,0.65264,0.01402,0.33333,0.33333,0.33333,0.33333,321212
"603",648,43,1210,8,"English","solid things",0,"striped things",0.8,"polka-dotted things",0,"clouds",0,"circles",0.85,"squares",0,222,123,131,"red",112112,"False",3,2,1,14,22,7,0,1,0,0,1,0,NA,NA,NA,0.01406,0.65261,0.33333,0.33333,0.63969,0.02698,0.02065,0.9587,0.02065,0.01411,0.65256,0.33333,0.33333,0.63967,0.02699,0.02072,0.95855,0.02072,112112
"604",649,43,2010,9,"English","blue things",0,"red things",0,"green things",1,"clouds",0,"circles",0,"squares",0.75,313,312,213,"solid",322122,"True",2,3,1,21,12,20,0,0,1,NA,NA,NA,0,0,1,0.33333,0.02698,0.63969,0.33333,0.33333,0.33333,0.33333,0.02698,0.63969,0.33333,0.02691,0.63975,0.33333,0.33333,0.33333,0.33333,0.02691,0.63975,322122
"605",650,43,184,10,"English","solid things",0.85,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",0,"green things",0.95,113,123,123,"cloud",323212,"True",1,2,3,19,22,22,NA,NA,NA,1,0,0,0,0,1,0.33333,0.33333,0.33333,0.65261,0.01406,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.65264,0.01402,0.33333,0.33333,0.33333,0.33333,323212
"606",651,43,308,11,"English","clouds",0,"circles",0,"squares",1,"solid things",0,"striped things",0,"polka-dotted things",1,332,232,131,"red",213211,"True",3,1,2,18,17,7,0,0,1,0,0,1,NA,NA,NA,0.02065,0.02065,0.9587,0.33333,0.33333,0.33333,0.02698,0.63969,0.33333,0.02073,0.0206,0.95867,0.33333,0.33333,0.33333,0.02708,0.63959,0.33333,213211
"607",652,43,1136,12,"English","solid things",1,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",1,"green things",0,112,123,123,"cloud",321212,"True",1,2,3,10,22,22,NA,NA,NA,1,0,0,0,1,0,0.33333,0.33333,0.33333,0.65261,0.01406,0.33333,0.33333,0.65261,0.01406,0.33333,0.33333,0.33333,0.65264,0.01402,0.33333,0.33333,0.65264,0.01402,321212
"608",653,43,2072,13,"English","clouds",0,"circles",0,"squares",1,"solid things",0,"striped things",0.95,"polka-dotted things",0,322,112,232,"red",321111,"True",3,1,2,15,10,17,0,0,1,0,1,0,NA,NA,NA,0.02065,0.02065,0.9587,0.02065,0.9587,0.02065,0.33333,0.33333,0.33333,0.0206,0.0206,0.9588,0.0206,0.9588,0.0206,0.33333,0.33333,0.33333,321111
"609",654,43,1422,14,"English","solid things",0,"striped things",1,"polka-dotted things",0,"clouds",0.8,"circles",0,"squares",0,123,133,313,"green",322111,"True",3,2,1,22,25,21,1,0,0,0,1,0,NA,NA,NA,0.63969,0.33333,0.02698,0.02065,0.9587,0.02065,0.33333,0.33333,0.33333,0.63975,0.33333,0.02691,0.0206,0.9588,0.0206,0.33333,0.33333,0.33333,322111
"610",655,43,867,15,"English","clouds",0,"circles",0.8,"squares",0,"blue things",0,"red things",0,"green things",0.8,233,211,123,"polka-dotted",112122,"False",2,1,3,26,2,22,0,1,0,NA,NA,NA,0,0,1,0.02698,0.63969,0.33333,0.02065,0.02065,0.9587,0.02698,0.33333,0.63969,0.02699,0.63967,0.33333,0.02072,0.02072,0.95855,0.02699,0.33333,0.63967,112122
"611",656,43,1855,16,"English","blue things",0,"red things",0,"green things",0.75,"clouds",0,"circles",0,"squares",1,313,332,332,"solid",123212,"False",2,3,1,21,18,18,0,0,1,NA,NA,NA,0,0,1,0.33333,0.33333,0.33333,0.65261,0.33333,0.01406,0.33333,0.01406,0.65261,0.33333,0.33333,0.33333,0.65256,0.33333,0.01411,0.33333,0.01411,0.65256,123212
"612",657,43,1233,17,"English","blue things",0,"red things",1,"green things",0,"clouds",0,"circles",0.8,"squares",0,222,231,311,"striped",112112,"False",2,3,1,14,8,3,0,1,0,NA,NA,NA,0,1,0,0.33333,0.63969,0.02698,0.02065,0.9587,0.02065,0.01406,0.65261,0.33333,0.33333,0.63967,0.02699,0.02072,0.95855,0.02072,0.01411,0.65256,0.33333,112112
"613",658,43,1783,18,"English","clouds",0,"circles",0,"squares",0.8,"solid things",0.8,"striped things",0.15,"polka-dotted things",0,311,311,321,"blue",322132,"True",3,1,2,3,3,6,0,0,1,0.84211,0.15789,0,NA,NA,NA,0.33333,0.33333,0.33333,0.63969,0.02698,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.63975,0.02691,0.33333,0.33333,0.33333,0.33333,323221
"614",659,43,2201,19,"English","solid things",0,"striped things",0.75,"polka-dotted things",0,"clouds",0.2,"circles",0.2,"squares",0.8,321,221,121,"blue",323211,"True",3,2,1,6,5,4,0.16667,0.16667,0.66667,0,1,0,NA,NA,NA,0.02065,0.02065,0.9587,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.0206,0.0206,0.9588,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323211
"615",660,43,2244,20,"English","clouds",0,"circles",0,"squares",0.85,"solid things",0.85,"striped things",0.15,"polka-dotted things",0.15,313,333,323,"green",323211,"True",3,1,2,21,27,24,0,0,1,0.73913,0.13043,0.13043,NA,NA,NA,0.33333,0.33333,0.33333,0.9587,0.02065,0.02065,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.9588,0.0206,0.0206,0.33333,0.33333,0.33333,323211
"616",661,44,2227,6,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.05,"circles",0.9,"squares",0.05,231,131,331,"blue",323211,"True",3,2,1,8,7,9,0.05,0.9,0.05,0.33333,0.33333,0.33333,NA,NA,NA,0.00763,0.98474,0.00763,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.00769,0.98461,0.00769,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323211
"617",662,44,204,7,"English","clouds",0,"circles",0.5,"squares",0.95,"blue things",0.5,"red things",0.5,"green things",0.5,331,331,111,"polka-dotted",212132,"False",2,1,3,9,9,1,0,0.34483,0.65517,NA,NA,NA,0.33333,0.33333,0.33333,0.33022,0.33333,0.33645,0.33022,0.33333,0.33645,0.33333,0.33333,0.33333,0.32893,0.33333,0.33774,0.32893,0.33333,0.33774,0.33333,0.33333,0.33333,213221
"618",663,44,1371,8,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,212,332,122,"solid",113211,"False",2,3,1,11,18,13,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.32611,0.34778,0.32611,0.34778,0.32611,0.32611,0.33333,0.33333,0.33333,0.32377,0.35246,0.32377,0.35246,0.32377,0.32377,0.33333,0.33333,0.33333,113211
"619",664,44,2026,9,"English","solid things",0.5,"striped things",0.95,"polka-dotted things",0.05,"blue things",0.5,"red things",0,"green things",0.95,123,122,133,"cloud",322122,"True",1,2,3,22,13,25,NA,NA,NA,0.33333,0.63333,0.03333,0.34483,0,0.65517,0.33333,0.33333,0.33333,0.33333,0.65476,0.0119,0.33333,0.0119,0.65476,0.33333,0.33333,0.33333,0.33333,0.65492,0.01174,0.33333,0.01174,0.65492,322122
"620",665,44,921,10,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,332,332,121,"square",212121,"False",1,3,2,18,18,4,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.3306,0.33333,0.33606,0.33333,0.3306,0.33606,0.3306,0.33606,0.33333,0.32945,0.33333,0.33722,0.33333,0.32945,0.33722,0.32945,0.33722,0.33333,212121
"621",666,44,686,11,"English","blue things",0.95,"red things",0,"green things",0.5,"solid things",0,"striped things",0.5,"polka-dotted things",0.95,231,212,133,"circle",212211,"True",1,3,2,8,11,25,NA,NA,NA,0,0.34483,0.65517,0.65517,0,0.34483,0.32852,0.33815,0.33333,0.00641,0.33333,0.66026,0.64408,0.00621,0.3497,0.32687,0.3398,0.33333,0.00634,0.33333,0.66033,0.6484,0.00618,0.34542,212211
"622",667,44,2217,12,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0,"red things",0,"green things",0.95,223,222,221,"striped",323211,"True",2,1,3,23,14,5,0.33333,0.33333,0.33333,NA,NA,NA,0,0,1,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.00763,0.00763,0.98474,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.00769,0.00769,0.98461,323211
"623",668,44,1333,13,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,311,332,112,"blue",122122,"False",3,1,2,3,18,10,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.3227,0.33333,0.34397,0.34397,0.33333,0.3227,0.34405,0.32261,0.33333,0.31931,0.33333,0.34736,0.34736,0.33333,0.31931,0.34747,0.31919,0.33333,122122
"624",669,44,1207,14,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,223,133,331,"circle",112112,"False",1,2,3,23,25,9,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.32277,0.34953,0.32771,0.33333,0.34534,0.32132,0.3227,0.33333,0.34397,0.31988,0.35451,0.32561,0.33333,0.34898,0.31769,0.31931,0.33333,0.34736,112112
"625",670,44,336,15,"English","clouds",0,"circles",0.95,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,221,121,331,"striped",213211,"True",2,1,3,5,4,9,0,0.65517,0.34483,NA,NA,NA,0.33333,0.33333,0.33333,0.00517,0.66716,0.32767,0.33333,0.3376,0.32907,0.33333,0.33333,0.33333,0.00523,0.66912,0.32565,0.33333,0.33913,0.32754,0.33333,0.33333,0.33333,213211
"626",671,44,1633,16,"English","clouds",0.5,"circles",0,"squares",0.95,"blue things",0,"red things",0.95,"green things",0.5,312,211,223,"solid",211112,"True",2,1,3,12,2,23,0.34483,0,0.65517,NA,NA,NA,0,0.65517,0.34483,0.33333,0.00808,0.65859,0.33815,0.32852,0.33333,0.00431,0.69333,0.30236,0.33333,0.00831,0.65835,0.3398,0.32687,0.33333,0.00444,0.69292,0.30264,211211
"627",672,44,252,17,"English","blue things",1,"red things",0,"green things",0.5,"clouds",0,"circles",1,"squares",0.5,221,122,231,"striped",212222,"True",2,3,1,5,13,8,0,0.66667,0.33333,NA,NA,NA,0.66667,0,0.33333,0.00846,0.65821,0.33333,0.33333,0.33841,0.32826,0.65821,0.00846,0.33333,0.0081,0.65857,0.33333,0.33333,0.34015,0.32652,0.65857,0.0081,0.33333,212222
"628",673,44,2064,18,"English","solid things",0,"striped things",0.05,"polka-dotted things",0.95,"clouds",0,"circles",1,"squares",0,231,321,111,"blue",321111,"True",3,2,1,8,6,1,0,1,0,0,0.05,0.95,NA,NA,NA,0.00763,0.98474,0.00763,0.00763,0.00763,0.98474,0.33333,0.33333,0.33333,0.00769,0.98461,0.00769,0.00769,0.00769,0.98461,0.33333,0.33333,0.33333,321111
"629",674,44,332,19,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0,"circles",0.95,"squares",0.5,233,133,332,"green",213211,"True",3,2,1,26,25,18,0,0.65517,0.34483,0.33333,0.33333,0.33333,NA,NA,NA,0.00517,0.66716,0.32767,0.33333,0.33333,0.33333,0.33333,0.32907,0.3376,0.00523,0.66912,0.32565,0.33333,0.33333,0.33333,0.33333,0.32754,0.33913,213211
"630",675,44,1436,20,"English","blue things",0.95,"red things",0,"green things",0,"solid things",0,"striped things",0.5,"polka-dotted things",0.95,231,233,212,"circle",322111,"True",1,3,2,8,26,11,NA,NA,NA,0,0.34483,0.65517,1,0,0,0.33333,0.33333,0.33333,0.01272,0.33333,0.65395,0.98276,0.00963,0.00761,0.33333,0.33333,0.33333,0.01254,0.33333,0.65412,0.98282,0.0095,0.00768,322111
"631",676,45,150,6,"english","clouds",0,"circles",0.05,"squares",0.9,"blue things",0.85,"red things",0.25,"green things",0.15,311,211,133,"solid",212111,"True",2,1,3,3,2,25,0,0.05263,0.94737,NA,NA,NA,0.68,0.2,0.12,0.12016,0.12014,0.7597,0.52364,0.33333,0.14303,0.52364,0.33333,0.14303,0.12015,0.12015,0.7597,0.52365,0.33333,0.14302,0.52365,0.33333,0.14302,212111
"632",677,45,1805,7,"english","clouds",0.1,"circles",0.85,"squares",0.1,"blue things",0.9,"red things",0.15,"green things",0.1,211,231,133,"solid",122121,"False",2,1,3,2,8,25,0.09524,0.80952,0.09524,NA,NA,NA,0.78261,0.13043,0.08696,0.14302,0.52365,0.33333,0.57562,0.33333,0.09105,0.52365,0.33333,0.14302,0.14302,0.52365,0.33333,0.57563,0.33333,0.09104,0.52365,0.33333,0.14302,122121
"633",678,45,1423,8,"english","clouds",0.85,"circles",0.55,"squares",0.25,"solid things",0.95,"striped things",0.15,"polka-dotted things",1,133,233,313,"green",322111,"True",3,1,2,25,26,21,0.51515,0.33333,0.15152,0.45238,0.07143,0.47619,NA,NA,NA,0.75971,0.12014,0.12014,0.14301,0.33333,0.52366,0.33333,0.33333,0.33333,0.7597,0.12015,0.12015,0.14302,0.33333,0.52365,0.33333,0.33333,0.33333,322111
"634",679,45,117,9,"english","solid things",0.75,"striped things",0.15,"polka-dotted things",1,"blue things",0.05,"red things",1,"green things",0,332,312,221,"square",212111,"True",1,2,3,18,12,5,NA,NA,NA,0.39474,0.07895,0.52632,0.04762,0.95238,0,0.33333,0.14303,0.52364,0.12014,0.12016,0.7597,0.14303,0.52364,0.33333,0.33333,0.14302,0.52365,0.12015,0.12015,0.7597,0.14302,0.52365,0.33333,212111
"635",680,45,1955,10,"english","blue things",0.15,"red things",1,"green things",0.2,"solid things",0.85,"striped things",0.95,"polka-dotted things",0.1,322,322,322,"square",323232,"False",1,3,2,15,15,15,NA,NA,NA,0.44737,0.5,0.05263,0.11111,0.74074,0.14815,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323232
"636",681,45,1747,11,"english","blue things",0.05,"red things",0.85,"green things",0.2,"solid things",0.8,"striped things",0.1,"polka-dotted things",0.8,132,131,211,"cloud",212112,"True",1,3,2,16,7,2,NA,NA,NA,0.47059,0.05882,0.47059,0.04545,0.77273,0.18182,0.52364,0.14303,0.33333,0.14303,0.33333,0.52364,0.09104,0.57563,0.33333,0.52365,0.14302,0.33333,0.14302,0.33333,0.52365,0.09104,0.57563,0.33333,212112
"637",682,45,2067,12,"english","solid things",0.9,"striped things",0.1,"polka-dotted things",0.15,"clouds",0.15,"circles",0,"squares",0.95,312,132,222,"red",321111,"True",3,2,1,12,16,14,0.13636,0,0.86364,0.78261,0.08696,0.13043,NA,NA,NA,0.12014,0.12014,0.75971,0.75971,0.12014,0.12014,0.33333,0.33333,0.33333,0.12015,0.12015,0.7597,0.7597,0.12015,0.12015,0.33333,0.33333,0.33333,321111
"638",683,45,519,13,"english","blue things",0,"red things",0.05,"green things",0.9,"clouds",0.1,"circles",0.85,"squares",0.15,213,223,133,"solid",112132,"False",2,3,1,20,23,25,0.09091,0.77273,0.13636,NA,NA,NA,0,0.05263,0.94737,0.14302,0.52365,0.33333,0.75968,0.12016,0.12016,0.33333,0.33333,0.33333,0.14302,0.52365,0.33333,0.7597,0.12015,0.12015,0.33333,0.33333,0.33333,113221
"639",684,45,2242,14,"english","blue things",0.95,"red things",0.05,"green things",0.05,"solid things",0.75,"striped things",0.9,"polka-dotted things",0.2,121,111,131,"cloud",323211,"True",1,3,2,4,1,7,NA,NA,NA,0.40541,0.48649,0.10811,0.90476,0.04762,0.04762,0.33333,0.33333,0.33333,0.12014,0.75971,0.12014,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.12015,0.7597,0.12015,0.33333,0.33333,0.33333,323211
"640",685,45,1551,15,"english","clouds",0.25,"circles",0.9,"squares",0.1,"blue things",0.95,"red things",0.1,"green things",0.15,221,221,123,"striped",322121,"True",2,1,3,5,5,22,0.2,0.72,0.08,NA,NA,NA,0.79167,0.08333,0.125,0.14301,0.52366,0.33333,0.33333,0.33333,0.33333,0.52366,0.33333,0.14301,0.14302,0.52365,0.33333,0.33333,0.33333,0.33333,0.52365,0.33333,0.14302,322121
"641",686,45,1080,16,"english","blue things",0.85,"red things",0.05,"green things",0.05,"solid things",0.8,"striped things",0.05,"polka-dotted things",0.05,211,331,131,"circle",113212,"False",1,3,2,2,9,7,NA,NA,NA,0.88889,0.05556,0.05556,0.89474,0.05263,0.05263,0.12016,0.75968,0.12016,0.57562,0.33333,0.09105,0.33333,0.33333,0.33333,0.12015,0.7597,0.12015,0.57563,0.33333,0.09104,0.33333,0.33333,0.33333,113212
"642",687,45,189,17,"english","solid things",0.9,"striped things",0.05,"polka-dotted things",0.95,"clouds",0.95,"circles",0.4,"squares",0,131,121,121,"blue",323212,"True",3,2,1,7,4,4,0.7037,0.2963,0,0.47368,0.02632,0.5,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.09103,0.57563,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.09104,0.57563,0.33333,0.33333,0.33333,323212
"643",688,45,877,18,"english","blue things",0.05,"red things",0.05,"green things",0.95,"clouds",0.05,"circles",0.85,"squares",0.15,213,231,323,"solid",112122,"False",2,3,1,20,8,24,0.04762,0.80952,0.14286,NA,NA,NA,0.04762,0.04762,0.90476,0.33333,0.52365,0.14302,0.75968,0.12016,0.12016,0.14302,0.33333,0.52365,0.33333,0.52365,0.14302,0.7597,0.12015,0.12015,0.14302,0.33333,0.52365,112122
"644",689,45,756,19,"english","solid things",0.05,"striped things",0.95,"polka-dotted things",0.2,"clouds",0.1,"circles",0.8,"squares",0.25,222,332,333,"red",211212,"True",3,2,1,14,18,27,0.08696,0.69565,0.21739,0.04167,0.79167,0.16667,NA,NA,NA,0.33333,0.57563,0.09104,0.33333,0.57563,0.09104,0.33333,0.52364,0.14303,0.33333,0.57563,0.09104,0.33333,0.57563,0.09104,0.33333,0.52365,0.14302,211212
"645",690,45,1139,20,"english","blue things",0.1,"red things",0.8,"green things",0.15,"solid things",0.9,"striped things",0.1,"polka-dotted things",0.1,312,321,321,"square",321212,"True",1,3,2,12,6,6,NA,NA,NA,0.81818,0.09091,0.09091,0.09524,0.7619,0.14286,0.33333,0.33333,0.33333,0.57563,0.09103,0.33333,0.09103,0.57563,0.33333,0.33333,0.33333,0.33333,0.57563,0.09104,0.33333,0.09104,0.57563,0.33333,321212
"646",691,46,1800,6,"english","solid things",0.35,"striped things",0.35,"polka-dotted things",0.75,"blue things",0.35,"red things",0.75,"green things",0.45,232,232,212,"circle",322132,"True",1,2,3,17,17,11,NA,NA,NA,0.24138,0.24138,0.51724,0.22581,0.48387,0.29032,0.33333,0.33333,0.33333,0.2678,0.33333,0.39886,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.26728,0.33333,0.39939,0.33333,0.33333,0.33333,323221
"647",692,46,1057,7,"english","solid things",0.35,"striped things",0.65,"polka-dotted things",0.45,"blue things",0.7,"red things",0.3,"green things",0.5,221,311,111,"circle",113212,"False",1,2,3,5,3,1,NA,NA,NA,0.24138,0.44828,0.31034,0.46667,0.2,0.33333,0.26571,0.46858,0.26571,0.24124,0.42542,0.33333,0.33333,0.33333,0.33333,0.27014,0.45972,0.27014,0.24675,0.41992,0.33333,0.33333,0.33333,0.33333,113212
"648",693,46,245,8,"english","blue things",0.65,"red things",0.35,"green things",0.35,"clouds",0.7,"circles",0.65,"squares",0.4,131,131,321,"polka-dotted",212132,"False",2,3,1,7,7,6,0.4,0.37143,0.22857,NA,NA,NA,0.48148,0.25926,0.25926,0.38057,0.33333,0.2861,0.33333,0.2861,0.38057,0.33333,0.33333,0.33333,0.37697,0.33333,0.28969,0.33333,0.28969,0.37697,0.33333,0.33333,0.33333,213221
"649",694,46,767,9,"english","solid things",0.4,"striped things",0.45,"polka-dotted things",0.4,"clouds",0.4,"circles",0.55,"squares",0.5,211,331,332,"blue",211212,"True",3,2,1,2,9,18,0.27586,0.37931,0.34483,0.32,0.36,0.32,NA,NA,NA,0.33333,0.43659,0.23007,0.43659,0.33333,0.23007,0.38158,0.28508,0.33333,0.33333,0.43438,0.23229,0.43438,0.33333,0.23229,0.37737,0.2893,0.33333,211212
"650",695,46,477,10,"english","solid things",0.55,"striped things",0.4,"polka-dotted things",0.65,"clouds",0.35,"circles",0.7,"squares",0.7,333,123,211,"green",211111,"True",3,2,1,27,22,2,0.2,0.4,0.4,0.34375,0.25,0.40625,NA,NA,NA,0.24314,0.27234,0.48451,0.27234,0.24314,0.48451,0.2854,0.33333,0.38127,0.2414,0.27726,0.48134,0.27726,0.2414,0.48134,0.28943,0.33333,0.37723,211111
"651",696,46,2308,11,"english","clouds",0.65,"circles",0.45,"squares",0.35,"blue things",0.35,"red things",0.4,"green things",0.65,113,123,123,"solid",123232,"False",2,1,3,19,22,22,0.44828,0.31034,0.24138,NA,NA,NA,0.25,0.28571,0.46429,0.33333,0.33333,0.33333,0.42568,0.24099,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.42,0.24667,0.33333,0.33333,0.33333,0.33333,123232
"652",697,46,198,12,"english","clouds",0.6,"circles",0.4,"squares",0.4,"solid things",0.4,"striped things",0.65,"polka-dotted things",0.45,123,223,223,"green",323212,"True",3,1,2,22,23,23,0.42857,0.28571,0.28571,0.26667,0.43333,0.3,NA,NA,NA,0.4446,0.22207,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.44426,0.22241,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,323212
"653",698,46,270,13,"english","clouds",0.6,"circles",0.4,"squares",0.35,"blue things",0.4,"red things",0.3,"green things",0.7,123,222,113,"striped",212222,"True",2,1,3,22,14,19,0.44444,0.2963,0.25926,NA,NA,NA,0.28571,0.21429,0.5,0.4074,0.25927,0.33333,0.28508,0.38158,0.33333,0.33333,0.25927,0.4074,0.40987,0.25679,0.33333,0.2893,0.37737,0.33333,0.33333,0.25679,0.40987,212222
"654",699,46,2241,14,"english","solid things",0.4,"striped things",0.35,"polka-dotted things",0.7,"blue things",0.7,"red things",0.3,"green things",0.35,131,132,133,"cloud",323211,"True",1,2,3,7,16,25,NA,NA,NA,0.27586,0.24138,0.48276,0.51852,0.22222,0.25926,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.49909,0.25046,0.25046,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.49924,0.25038,0.25038,323211
"655",700,46,1433,15,"english","solid things",0.3,"striped things",0.3,"polka-dotted things",0.65,"blue things",0.15,"red things",0.7,"green things",0.3,132,133,111,"cloud",322111,"True",1,2,3,16,25,1,NA,NA,NA,0.24,0.24,0.52,0.13043,0.6087,0.26087,0.33333,0.33333,0.33333,0.26755,0.33333,0.39911,0.25104,0.4987,0.25026,0.33333,0.33333,0.33333,0.26721,0.33333,0.39946,0.25063,0.49907,0.2503,322111
"656",701,46,2243,16,"english","clouds",0.75,"circles",0.4,"squares",0.45,"solid things",0.6,"striped things",0.25,"polka-dotted things",0.3,111,121,131,"blue",323211,"True",3,1,2,1,4,7,0.46875,0.25,0.28125,0.52174,0.21739,0.26087,NA,NA,NA,0.33333,0.33333,0.33333,0.49909,0.25046,0.25046,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.49924,0.25038,0.25038,0.33333,0.33333,0.33333,323211
"657",702,46,524,17,"english","clouds",0.4,"circles",0.75,"squares",0.35,"blue things",0.8,"red things",0.4,"green things",0.35,211,231,223,"solid",112132,"False",2,1,3,2,8,23,0.26667,0.5,0.23333,NA,NA,NA,0.51613,0.25806,0.22581,0.33333,0.33333,0.33333,0.46733,0.26669,0.26598,0.38872,0.33333,0.27795,0.33333,0.33333,0.33333,0.45919,0.27055,0.27026,0.38608,0.33333,0.28059,113221
"658",703,46,502,18,"english","blue things",0.3,"red things",0.3,"green things",0.7,"clouds",0.45,"circles",0.75,"squares",0.4,213,223,333,"solid",112132,"False",2,3,1,20,23,27,0.28125,0.46875,0.25,NA,NA,NA,0.23077,0.23077,0.53846,0.33333,0.38872,0.27795,0.46733,0.26598,0.26669,0.33333,0.33333,0.33333,0.33333,0.38608,0.28059,0.45919,0.27026,0.27055,0.33333,0.33333,0.33333,113221
"659",704,46,738,19,"english","blue things",0.25,"red things",0.7,"green things",0.35,"solid things",0.7,"striped things",0.2,"polka-dotted things",0.25,112,113,332,"cloud",212122,"True",1,3,2,10,19,18,NA,NA,NA,0.6087,0.17391,0.21739,0.19231,0.53846,0.26923,0.38095,0.33333,0.28572,0.38095,0.33333,0.28572,0.33333,0.40811,0.25856,0.37711,0.33333,0.28956,0.37711,0.33333,0.28956,0.33333,0.41017,0.25649,212122
"660",705,46,578,20,"english","blue things",0.35,"red things",0.7,"green things",0.3,"solid things",0.65,"striped things",0.35,"polka-dotted things",0.7,132,112,212,"cloud",213212,"True",1,3,2,16,10,11,NA,NA,NA,0.38235,0.20588,0.41176,0.25926,0.51852,0.22222,0.38133,0.28534,0.33333,0.2305,0.33333,0.43617,0.33333,0.33333,0.33333,0.37727,0.2894,0.33333,0.23248,0.33333,0.43419,0.33333,0.33333,0.33333,213212
"661",706,47,1876,6,"English","clouds",0.3,"circles",0.3,"squares",1,"solid things",0.6,"striped things",0.35,"polka-dotted things",1,332,233,233,"red",123212,"False",3,1,2,18,26,26,0.1875,0.1875,0.625,0.30769,0.17949,0.51282,NA,NA,NA,0.33333,0.15247,0.5142,0.33333,0.33333,0.33333,0.33333,0.5142,0.15247,0.33333,0.15244,0.51422,0.33333,0.33333,0.33333,0.33333,0.51422,0.15244,123212
