"","X.1","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode"
"667",667,712,47,419,12,"English","blue things",0.3,"red things",0.3,"green things",0.8,"solid things",0.3,"striped things",0.85,"polka-dotted things",0.2,123,132,112,"cloud",321112,"True",1,3,2,22,16,10,NA,NA,NA,0.727269256223591,0.272730743776409,NA,0.62963,0.14815,0.22222,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.774877748777488,0.225122251222512,NA,0.632483675163248,0.183758162418376,0.183758162418376,321211
"668",668,713,47,715,13,"English","blue things",0.3,"red things",0.9,"green things",0.2,"solid things",0.95,"striped things",0.25,"polka-dotted things",0.2,312,322,113,"square",212122,"True",1,3,2,12,15,19,NA,NA,NA,0.818179504149061,0.181820495850939,NA,0.79166763889213,0.20833236110787,NA,0.5,0.5,NA,0.5,0.5,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,0.671651641741791,0.328348358258209,NA,212122
"669",669,714,47,287,14,"English","blue things",0.75,"red things",0.1,"green things",0.2,"clouds",0.8,"circles",0.2,"squares",0.15,123,221,113,"striped",212222,"True",2,3,1,22,5,19,NA,NA,NA,0.8000023000138,0.1999976999862,NA,0.210528642638461,0.789471357361539,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.639041804790976,0.360958195209024,NA,0.639041804790976,0.360958195209024,NA,212222
"670",670,715,47,1164,15,"English","solid things",0.25,"striped things",0.8,"polka-dotted things",0.25,"blue things",0.2,"red things",0.3,"green things",0.85,223,222,123,"circle",212232,"True",1,2,3,23,14,22,NA,NA,NA,NA,NA,NA,0.739132476374949,0.260867523625051,NA,0.5,0.5,NA,NA,NA,NA,1,0,NA,0.5,0.5,NA,NA,NA,NA,0.66359668201659,0.33640331798341,NA,213222
"671",671,716,47,1986,16,"English","clouds",0.75,"circles",0.6,"squares",0.15,"blue things",0.15,"red things",0.95,"green things",0.15,132,132,132,"polka-dotted",323232,"False",2,1,3,16,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323232
"672",672,717,47,659,17,"English","blue things",0.3,"red things",0.3,"green things",0.8,"clouds",0.8,"circles",0.25,"squares",0.25,113,211,333,"solid",212211,"True",2,3,1,19,2,27,NA,NA,NA,0.727269256223591,0.272730743776409,NA,0.61538,0.19231,0.19231,0.5,0.5,NA,1,0,NA,0.64286,0,0.35714,0.5,0.5,NA,0.692181921819218,0.307818078180782,NA,0.467865321346786,0.190318096819032,0.341816581834182,212211
"673",673,718,47,515,18,"English","solid things",0.8,"striped things",0.15,"polka-dotted things",0.15,"clouds",0.1,"circles",0.2,"squares",0.85,311,312,333,"blue",112132,"False",3,2,1,3,12,27,NA,NA,NA,NA,NA,NA,0.84210831027176,0.15789168972824,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.5,0.5,NA,113221
"674",674,719,47,1606,19,"English","clouds",0.8,"circles",0.15,"squares",0.15,"blue things",0.65,"red things",0.25,"green things",0.15,131,332,222,"polka-dotted",211112,"True",2,1,3,7,18,14,NA,NA,NA,0.722218981508487,0.277781018491513,NA,0.727277272772728,0.136361363613636,0.136361363613636,0.5,0.5,NA,1,0,NA,0.69231,0,0.30769,0.5,0.5,NA,0.722077220772208,0.277922779227792,NA,0.52925,0.14904,0.32171,211211
"675",675,720,47,807,20,"English","solid things",0.35,"striped things",0.7,"polka-dotted things",0.2,"blue things",0.25,"red things",0.25,"green things",0.75,223,322,111,"circle",112111,"False",1,2,3,23,15,1,NA,NA,NA,0.666666666666667,0.333333333333333,NA,0.6,0.2,0.2,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,112111
"676",676,721,48,842,6,"english","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",1,"polka-dotted things",0.5,222,332,113,"circle",112111,"False",1,3,2,14,18,19,NA,NA,NA,0.5,0.5,NA,0.5,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,112111
"677",677,722,48,562,7,"english","clouds",0,"circles",0.9,"squares",0,"blue things",0,"red things",0,"green things",1,223,123,113,"striped",213212,"True",2,1,3,23,22,19,NA,NA,NA,NA,NA,NA,1,0,NA,0.5,0.5,NA,NA,NA,NA,1,0,NA,0.5,0.5,NA,NA,NA,NA,0.961465192674037,0.0385348073259634,NA,213212
"678",678,723,48,1245,8,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,123,333,311,"striped",112112,"False",2,3,1,22,27,3,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,112112
"679",679,724,48,157,9,"english","blue things",0,"red things",0,"green things",1,"clouds",0.5,"circles",0.5,"squares",0.5,213,212,212,"solid",323212,"True",2,3,1,20,11,11,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.979555102224489,0.0204448977755111,NA,323212
"680",680,725,48,12,10,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,231,223,323,"polka-dotted",122112,"False",2,1,3,8,23,24,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,122112
"681",681,726,48,2238,11,"english","solid things",0,"striped things",1,"polka-dotted things",0,"clouds",0.5,"circles",0.5,"squares",0.5,221,231,211,"blue",323211,"True",3,2,1,5,8,2,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.95898,0.02051,0.02051,323211
"682",682,727,48,2230,12,"english","blue things",0.05,"red things",1,"green things",0,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,322,323,321,"square",323211,"True",1,3,2,15,24,6,NA,NA,NA,NA,NA,NA,0.95238,0,0.04762,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.95898,0.02051,0.02051,323211
"683",683,728,48,1931,13,"english","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,323,231,211,"striped",111212,"False",2,1,3,24,8,2,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,111212
"684",684,729,48,1269,14,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,322,131,213,"square",111111,"False",1,2,3,15,7,20,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,111111
"685",685,730,48,408,15,"english","blue things",1,"red things",0,"green things",0.05,"solid things",0.05,"striped things",0.95,"polka-dotted things",0,321,332,312,"square",321112,"True",1,3,2,6,18,12,NA,NA,NA,1,0,NA,0.95,0,0.05,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.979539795397954,0.020460204602046,NA,0.959880401195988,0.020059799402006,0.020059799402006,321211
"686",686,731,48,500,16,"english","blue things",0.9,"red things",0.5,"green things",0,"solid things",0,"striped things",1,"polka-dotted things",0.5,321,313,232,"square",211111,"True",1,3,2,6,21,17,NA,NA,NA,0.66667,0,0.33333,0.64286,0,0.35714,0.5,0.5,NA,0.66667,0,0.33333,0.66667,0,0.33333,0.5,0.5,NA,0.65271,0.01396,0.33333,0.65271,0.01396,0.33333,211111
"687",687,732,48,1447,17,"english","blue things",0.05,"red things",1,"green things",0.05,"solid things",0.95,"striped things",0.05,"polka-dotted things",0.05,312,313,321,"square",322111,"True",1,3,2,12,21,6,NA,NA,NA,0.94999894999895,0.05000105000105,NA,0.90909909099091,0.045450454504545,0.045450454504545,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.95889958899589,0.04110041100411,NA,0.95852,0.0205,0.02098,322111
"688",688,733,48,490,18,"english","blue things",0,"red things",0.95,"green things",0,"solid things",0,"striped things",0.95,"polka-dotted things",0.1,222,233,111,"circle",211111,"True",1,3,2,14,26,1,NA,NA,NA,0.90476,0.09524,0,1,0,0,0.5,0.5,NA,0.66667,0,0.33333,0.66667,0,0.33333,0.5,0.5,NA,0.65271,0.01396,0.33333,0.65271,0.01396,0.33333,211111
"689",689,734,48,664,19,"english","solid things",1,"striped things",0.05,"polka-dotted things",0.05,"blue things",0.9,"red things",0,"green things",0,211,223,112,"circle",212211,"True",1,2,3,2,23,10,NA,NA,NA,0.952385442202527,0.0476145577974731,NA,1,0,0,0.5,0.5,NA,1,0,NA,0.64286,0,0.35714,0.5,0.5,NA,0.978160109199454,0.021839890800546,NA,0.64995,0.01423,0.33582,212211
"690",690,735,48,1566,20,"english","clouds",0.05,"circles",0.95,"squares",0,"blue things",0.05,"red things",0.05,"green things",1,213,213,112,"solid",322121,"True",2,1,3,20,20,10,NA,NA,NA,0.95,0.05,NA,0.952385442202527,0.0476145577974731,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.957940210298949,0.0420597897010515,NA,0.957940210298949,0.0420597897010515,NA,322121
"691",691,736,49,1601,6,"English","blue things",0.5,"red things",0.2,"green things",0.7,"clouds",0.75,"circles",0.15,"squares",0.5,113,212,221,"solid",211112,"True",2,3,1,19,11,5,NA,NA,NA,0.833335925954733,0.166664074045267,NA,0.5,0.14286,0.35714,0.5,0.5,NA,1,0,NA,0.69231,0,0.30769,0.5,0.5,NA,0.758966205168974,0.241033794831026,NA,0.54970450295497,0.118448815511845,0.331846681533185,211211
"692",692,737,49,1473,7,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,222,231,211,"red",123211,"False",3,1,2,14,8,2,NA,NA,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,123211
"693",693,738,49,244,8,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,122,122,113,"red",212132,"False",3,2,1,13,13,19,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,213221
"694",694,739,49,320,9,"English","solid things",0.5,"striped things",0.2,"polka-dotted things",0.8,"blue things",0.5,"red things",0.5,"green things",0.5,133,123,313,"cloud",213211,"True",1,2,3,25,22,21,NA,NA,NA,NA,NA,NA,0.533335333353333,0.133331333313333,0.333333333333333,0.5,0.5,NA,NA,NA,NA,0.66667,0,0.33333,0.5,0.5,NA,NA,NA,NA,0.54646,0.12021,0.33333,213211
"695",695,740,49,1212,10,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,332,222,121,"square",112112,"False",1,3,2,18,14,4,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,112112
"696",696,741,49,790,11,"English","blue things",0.5,"red things",0.25,"green things",0.8,"solid things",0.5,"striped things",0.75,"polka-dotted things",0.25,223,232,332,"circle",211212,"True",1,3,2,23,17,18,NA,NA,NA,0.74999625001875,0.25000374998125,NA,0.761905464851938,0.238094535148062,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.762352623526235,0.237647376473765,NA,0.762352623526235,0.237647376473765,NA,211212
"697",697,742,49,1108,12,"English","clouds",0.5,"circles",0.25,"squares",0.8,"blue things",0.5,"red things",0.85,"green things",0.2,312,213,213,"solid",321212,"True",2,1,3,12,20,20,NA,NA,NA,0.761905464851938,0.238094535148062,NA,0.809527324259691,0.190472675740309,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.824963249632496,0.175036750367504,NA,0.824963249632496,0.175036750367504,NA,321212
"698",698,743,49,187,13,"English","clouds",0.15,"circles",0.5,"squares",0.9,"blue things",0.5,"red things",0.5,"green things",0.5,313,113,113,"solid",323212,"True",2,1,3,21,19,19,NA,NA,NA,NA,NA,NA,0.857149183667444,0.142850816332556,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.822443224432244,0.177556775567756,NA,323212
"699",699,744,49,1071,14,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,231,311,321,"polka-dotted",113212,"False",2,1,3,8,3,6,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.5,0.5,NA,113212
"700",700,745,49,582,15,"English","clouds",0.8,"circles",0.15,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,132,232,233,"red",213212,"True",3,1,2,16,17,26,NA,NA,NA,NA,NA,NA,0.842102049849657,0.157897950150343,NA,0.5,0.5,NA,NA,NA,NA,1,0,NA,0.5,0.5,NA,NA,NA,NA,0.759131204343978,0.240868795656022,NA,213212
"701",701,746,49,1188,16,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.75,"squares",0.2,213,313,212,"green",212232,"True",3,2,1,20,21,11,NA,NA,NA,NA,NA,NA,0.789474487537586,0.210525512462414,NA,0.5,0.5,NA,NA,NA,NA,1,0,NA,0.5,0.5,NA,NA,NA,NA,0.799987999879999,0.200012000120001,NA,213222
"702",702,747,49,1909,17,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,323,112,212,"square",111212,"False",1,2,3,24,10,11,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,111212
"703",703,748,49,1419,18,"English","solid things",0.85,"striped things",0.15,"polka-dotted things",0.15,"clouds",0.2,"circles",0.5,"squares",0.7,313,323,133,"green",322111,"True",3,2,1,21,24,25,NA,NA,NA,0.777774321003018,0.222225678996982,NA,0.739137391373914,0.130431304313043,0.130431304313043,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.731471342643287,0.268528657356713,NA,0.69257,0.15235,0.15508,322111
"704",704,749,49,685,19,"English","clouds",0.2,"circles",0.5,"squares",0.75,"blue things",0.5,"red things",0.75,"green things",0.3,312,113,331,"solid",212211,"True",2,1,3,12,19,9,NA,NA,NA,0.789474487537586,0.210525512462414,NA,0.48387,0.19355,0.32258,0.5,0.5,NA,1,0,NA,0.64286,0,0.35714,0.5,0.5,NA,0.800138001380014,0.199861998619986,NA,0.54322,0.12199,0.33479,212211
"705",705,750,49,1044,20,"English","clouds",0.25,"circles",0.75,"squares",0.5,"blue things",0.8,"red things",0.5,"green things",0.2,221,123,233,"striped",212212,"True",2,1,3,5,22,26,NA,NA,NA,0.74999625001875,0.25000374998125,NA,0.80000300003,0.19999699997,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.802990985045075,0.197009014954925,NA,0.755662556625566,0.244337443374434,NA,212212
"706",706,766,51,1391,6,"English","blue things",0.2,"red things",0,"green things",0.8,"clouds",0.5,"circles",0.2,"squares",0.15,123,112,131,"striped",113211,"False",2,3,1,22,10,7,NA,NA,NA,NA,NA,NA,0.8,0,0.2,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,113211
"707",707,767,51,214,7,"English","solid things",0.2,"striped things",0.2,"polka-dotted things",0.75,"blue things",0.2,"red things",0.1,"green things",0.5,133,133,232,"cloud",212132,"False",1,2,3,25,25,17,NA,NA,NA,NA,NA,NA,0.833333333333333,0.166666666666667,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,213221
"708",708,768,51,1408,8,"English","solid things",0.2,"striped things",0.65,"polka-dotted things",0.25,"clouds",0.25,"circles",0.7,"squares",0.25,221,121,311,"blue",322111,"True",3,2,1,5,4,3,NA,NA,NA,0.764704359866965,0.235295640133035,NA,0.583335833358334,0.208332083320833,0.208332083320833,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.701816490917545,0.298183509082455,NA,0.67518,0.14961,0.17521,322111
"709",709,769,51,1643,9,"English","clouds",0.2,"circles",0.7,"squares",0.25,"blue things",0.1,"red things",0.7,"green things",0,222,323,133,"striped",211112,"True",2,1,3,14,24,25,NA,NA,NA,1,0,NA,0.6087,0.21739,0.17391,0.5,0.5,NA,1,0,NA,0.69231,0,0.30769,0.5,0.5,NA,0.782047820478205,0.217952179521795,NA,0.57372,0.10661,0.31967,211211
"710",710,770,51,842,10,"English","solid things",0.2,"striped things",0.85,"polka-dotted things",0.2,"blue things",0.15,"red things",0.5,"green things",0.2,222,332,113,"circle",112111,"False",1,2,3,14,18,19,NA,NA,NA,0.71429091836363,0.28570908163637,NA,0.68,0.16,0.16,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,112111
"711",711,771,51,450,11,"English","solid things",0.85,"striped things",0.25,"polka-dotted things",0.25,"blue things",0.85,"red things",0.2,"green things",0.05,211,233,223,"circle",321112,"True",1,2,3,2,26,23,NA,NA,NA,0.944449876555281,0.0555501234447188,NA,0.629623703762962,0.185188148118519,0.185188148118519,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.840895795521022,0.159104204478978,NA,0.72548,0.13726,0.13726,321211
"712",712,772,51,1282,12,"English","clouds",0.35,"circles",0.2,"squares",0.75,"blue things",0.15,"red things",0.85,"green things",0.15,332,221,113,"polka-dotted",111111,"False",2,1,3,18,5,19,NA,NA,NA,0.57692,0.15385,0.26923,0.739137391373914,0.130431304313043,0.130431304313043,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,111111
"713",713,773,51,1751,13,"English","solid things",0.2,"striped things",0.15,"polka-dotted things",0.15,"blue things",0.15,"red things",0.15,"green things",0.5,123,123,121,"cloud",322132,"True",1,2,3,22,22,4,NA,NA,NA,NA,NA,NA,0.769230769230769,0.230769230769231,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.681371593142034,0.318628406857966,NA,323221
"714",714,774,51,137,14,"English","solid things",0.2,"striped things",0.85,"polka-dotted things",0.15,"blue things",0.1,"red things",0.65,"green things",0.1,122,132,211,"cloud",212111,"True",1,2,3,13,16,2,NA,NA,NA,0.866664400018133,0.133335599981867,NA,0.70833,0.125,0.16667,0.5,0.5,NA,0.5,0.5,NA,0.66667,0,0.33333,0.5,0.5,NA,0.5,0.5,NA,0.54574,0.12093,0.33333,212111
"715",715,775,51,253,15,"English","solid things",0.15,"striped things",0.15,"polka-dotted things",0.2,"blue things",0.25,"red things",0.75,"green things",0.2,332,313,132,"square",212222,"True",1,2,3,18,21,16,NA,NA,NA,0.571428571428572,0.428571428571429,NA,0.7894703601248,0.210529639875201,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.737051314743426,0.262948685256574,NA,0.737051314743426,0.262948685256574,NA,212222
"716",716,776,51,1564,16,"English","blue things",0.7,"red things",0.2,"green things",0.25,"solid things",0.25,"striped things",0.25,"polka-dotted things",0.25,131,131,123,"cloud",322121,"True",1,3,2,7,7,22,NA,NA,NA,0.5,0.5,NA,0.736844653730223,0.263155346269777,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.657056714716426,0.342943285283574,NA,0.657056714716426,0.342943285283574,NA,322121
"717",717,777,51,283,17,"English","blue things",0.15,"red things",0.15,"green things",0.6,"solid things",0.2,"striped things",0.2,"polka-dotted things",0.85,233,211,333,"circle",212222,"True",1,3,2,26,2,27,NA,NA,NA,0.80952380952381,0.19047619047619,NA,0.7999976000192,0.2000023999808,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.737051314743426,0.262948685256574,NA,0.737051314743426,0.262948685256574,NA,212222
"718",718,778,51,2227,18,"English","clouds",0.25,"circles",0.75,"squares",0.25,"solid things",0.15,"striped things",0.15,"polka-dotted things",0.5,231,131,331,"blue",323211,"True",3,1,2,8,7,9,NA,NA,NA,NA,NA,NA,0.6,0.2,0.2,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.69292,0.15354,0.15354,323211
"719",719,779,51,771,19,"English","blue things",0.2,"red things",0.8,"green things",0.2,"solid things",0.2,"striped things",0.8,"polka-dotted things",0.2,122,111,311,"cloud",211212,"True",1,3,2,13,1,3,NA,NA,NA,0.7999976000192,0.2000023999808,NA,0.7999976000192,0.2000023999808,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.816113161131611,0.183886838868389,NA,0.816113161131611,0.183886838868389,NA,211212
"720",720,780,51,1265,20,"English","solid things",0.3,"striped things",0.75,"polka-dotted things",0.25,"clouds",0.3,"circles",0.25,"squares",0.7,321,112,233,"blue",111111,"False",3,2,1,6,10,26,NA,NA,NA,0.57692,0.23077,0.19231,0.56,0.24,0.2,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,111111
"721",721,796,53,442,6,"English","blue things",1,"red things",0,"green things",0,"solid things",0,"striped things",0.6,"polka-dotted things",0,221,213,233,"circle",321112,"True",1,3,2,5,20,26,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.919915400422998,0.0800845995770021,NA,0.85170148298517,0.0741492585074149,0.0741492585074149,321211
"722",722,797,53,42,7,"English","clouds",0.1,"circles",0.05,"squares",0.8,"solid things",0.15,"striped things",0.05,"polka-dotted things",0.75,333,232,212,"green",122112,"False",3,1,2,27,17,11,NA,NA,NA,0.833336851883128,0.166663148116872,NA,0.941178442899613,0.0588215571003867,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,122112
"723",723,798,53,2089,8,"English","solid things",0.05,"striped things",0.15,"polka-dotted things",0.8,"blue things",0.05,"red things",0.05,"green things",0.85,133,112,121,"cloud",321111,"True",1,2,3,25,10,4,NA,NA,NA,0.8,0.05,0.15,0.89474,0.05263,0.05263,NA,NA,NA,1,0,0,1,0,0,NA,NA,NA,0.85148,0.07426,0.07426,0.85148,0.07426,0.07426,321111
"724",724,799,53,1474,9,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.05,"circles",0.5,"squares",0.1,223,113,313,"striped",123211,"False",2,3,1,23,19,21,NA,NA,NA,NA,NA,NA,0.76923,0.07692,0.15385,0.5,0.5,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,123211
"725",725,800,53,724,10,"English","solid things",0.55,"striped things",0.05,"polka-dotted things",0.05,"blue things",0.05,"red things",0.05,"green things",0.75,313,333,212,"square",212122,"True",1,2,3,21,27,11,NA,NA,NA,0.937503320335327,0.0624966796646727,NA,0.916669375020313,0.0833306249796874,NA,0.5,0.5,NA,0.5,0.5,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,0.914695426522867,0.0853045734771326,NA,212122
"726",726,801,53,1794,11,"English","solid things",0.05,"striped things",0.55,"polka-dotted things",0.1,"blue things",0.05,"red things",0.05,"green things",0.05,321,321,311,"square",322132,"True",1,2,3,6,6,3,NA,NA,NA,NA,NA,NA,0.916664722215741,0.0833352777842593,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.861533615336153,0.138466384663847,NA,323221
"727",727,802,53,2141,12,"English","clouds",0.1,"circles",0.75,"squares",0.15,"blue things",0.4,"red things",0.4,"green things",0.5,213,331,322,"solid",111112,"False",2,1,3,20,9,15,NA,NA,NA,0.833333333333333,0.166666666666667,NA,0.38462,0.30769,0.30769,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,111211
"728",728,803,53,285,13,"English","blue things",0,"red things",1,"green things",0,"solid things",0,"striped things",0,"polka-dotted things",0.85,232,221,332,"circle",212222,"True",1,3,2,17,5,18,NA,NA,NA,1,0,NA,1,0,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.914560427197864,0.085439572802136,NA,0.914560427197864,0.085439572802136,NA,212222
"729",729,804,53,664,14,"English","blue things",0.65,"red things",0,"green things",0,"solid things",1,"striped things",0,"polka-dotted things",0,211,223,112,"circle",212211,"True",1,3,2,2,23,10,NA,NA,NA,1,0,NA,1,0,0,0.5,0.5,NA,1,0,NA,0.64286,0,0.35714,0.5,0.5,NA,0.914695426522867,0.0853045734771326,NA,0.61293,0.05356,0.33351,212211
